#DescID	MeSH	CompStatus	TGSize	TG+	TG-	T+uniq	Common	B+uniq	BG+	BG-	BGSize	TG-Ratio	BG-Ratio	TG-R/BG-R	P-value
10515	Benzoic Acids	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14060	Peroxiredoxins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
768	Lewy Bodies	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13157	DNA-(Apurinic or Apyrimidinic Site) Lyase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9701	Zinc Sulfate	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9569	Iron, Dietary	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7147	Lewy Body Disease	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
6518	Mitochondrial Myopathies	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7199	Adrenoleukodystrophy	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13428	Ubiquitin Thiolesterase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11246	2,4-Dinitrophenol	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13232	Oncogene Protein p21(ras)	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15667	Amino Acid Transport System X-AG	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17217	Radioactive Pollutants	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11749	Xanthine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14964	Vascular Endothelial Growth Factor A	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
9389	Nitrates	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
16647	Receptor, Nerve Growth Factor	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10693	Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
626	Trigeminal Nuclei	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14703	Triolein	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9664	Potassium Cyanide	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13238	rac1 GTP-Binding Protein	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16269	Membrane Proteins	1	172	4	168	4	0	4	4	164	168	0.02	0.02	1.0	1.000e+00
10413	Ditiocarb	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21407	Cell Respiration	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14793	Lipofuscin	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21576	Trans-Activation (Genetics)	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
12798	Electron Transport Complex III	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1528	Dermis	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9372	Ruthenium Red	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7379	Muscular Atrophy, Spinal	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
10457	Succinic Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11816	Molsidomine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16955	Oligodeoxyribonucleotides, Antisense	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13359	Sphingomyelin Phosphodiesterase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11436	Buthionine Sulfoximine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14871	Glutamates	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
7670	Head Injuries, Closed	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12465	Phenanthridines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11879	Benzothiazoles	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10647	Thioctic Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14309	Calcium-Calmodulin-Dependent Protein Kinase Type 2	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11867	Metalloporphyrins	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
12435	6-Cyano-7-nitroquinoxaline-2,3-dione	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16019	NF-kappa B	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
8397	Granulomatous Disease, Chronic	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22943	Soccer	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21427	Mitochondrial Swelling	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9314	Lithium Carbonate	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21879	Feedback, Biochemical	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12217	Rotenone	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11139	Acetophenones	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10120	Pargyline	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11076	Ryanodine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7357	Prion Diseases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19658	Biotinylation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14911	Citrulline	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1671	Torpedo	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15441	Carboxyhemoglobin	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
5545	AIDS Dementia Complex	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
10922	Indans	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9574	Calcium Radioisotopes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12338	Adenosine Diphosphate Ribose	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
113	Muscle, Skeletal	1	172	3	169	3	0	2	2	166	168	0.02	0.01	1.5	1.000e+00
10688	Glycosylation End Products, Advanced	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
8902	Plant Poisoning	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14837	Cardiolipins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17529	Uncoupling Agents	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7473	Hyperkinesis	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
19417	Drug Administration Routes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10960	Naphthoquinones	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14039	Heme Oxygenase (Decyclizing)	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
22182	Heterozygote	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
15698	Ryanodine Receptor Calcium Release Channel	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12018	Paraquat	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15257	I-kappa B Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17229	Cell Extracts	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15133	Nerve Growth Factor	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10440	Malonates	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9545	Nitrogen Oxides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10228	Propylamines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12328	Deoxyguanosine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12192	Catechin	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17501	Iron Chelating Agents	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12847	Neurofilament Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11810	Fura-2	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22543	Models, Biological	1	172	5	167	5	0	4	4	164	168	0.03	0.02	1.2	1.000e+00
21622	Molecular Mimicry	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10838	Stilbenes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19033	Muscle Denervation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21623	Molecular Structure	1	172	3	169	3	0	3	3	165	168	0.02	0.02	1.0	1.000e+00
10646	Pyruvic Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12476	Rhodamines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17119	Tea	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
863	Spinal Nerves	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
618	Cerebellar Cortex	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17782	Hemostatics	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1554	Rats, Inbred BN	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10140	Spermine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16683	Metalloproteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19277	Electrophoretic Mobility Shift Assay	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
17510	Cyclooxygenase 2 Inhibitors	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
11696	Staurosporine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
3218	Baculoviridae	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17744	Cardiovascular Agents	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
6526	Muscle Spasticity	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9879	Thiobarbituric Acid Reactive Substances	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
23473	Databases, Protein	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13736	Lyases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16617	Receptors, Glutamate	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
2044	Spodoptera	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17521	Cysteine Proteinase Inhibitors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13729	Ubiquitin-Protein Ligases	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
1902	Rats, Wistar	1	172	4	168	4	0	3	3	165	168	0.02	0.02	1.3	1.000e+00
13876	Xanthine Oxidase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
655	Prosencephalon	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
16687	Mitochondrial Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12434	Quinoxalines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18364	Enzyme-Linked Immunosorbent Assay	1	172	3	169	3	0	2	2	166	168	0.02	0.01	1.5	1.000e+00
11744	Xanthines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10686	Spin Labels	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17638	Immunologic Factors	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
17566	Dopamine Agonists	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14010	Oxygenases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1406	Forelimb	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17527	Protein Synthesis Inhibitors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15033	Interleukins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
8226	Atherosclerosis	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
14086	Choline O-Acetyltransferase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19173	Organ Transplantation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10961	Vitamin K	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10077	Creatine	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
8937	Spinal Injuries	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9184	Necrosis	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
9127	Genetic Predisposition to Disease	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
8719	Metabolic Diseases	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
18431	Therapeutics	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19653	Mutagenesis, Site-Directed	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
845	Facial Nerve	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13884	NADH, NADPH Oxidoreductases	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
11528	Thiamine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
2195	Schistosoma mansoni	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11060	Diterpenes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19354	Cell Fusion	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19262	Microdialysis	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14963	Vascular Endothelial Growth Factors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10689	Hydrazines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14868	N-Methylaspartate	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15087	Endothelial Growth Factors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22226	Genetic Vectors	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
1251	Mitochondria, Muscle	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16218	HSP70 Heat-Shock Proteins	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
1081	PC12 Cells	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1882	Gerbillinae	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17831	Culture Media, Conditioned	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17515	Monoamine Oxidase Inhibitors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19282	Mass Spectrometry	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
24702	Italy	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
8490	Metabolism, Inborn Errors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13993	Monoamine Oxidase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10683	Lipid Peroxides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1252	Mitochondria, Heart	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21436	MAP Kinase Signaling System	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1243	Vacuoles	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
16348	Antigens, CD95	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14732	Dinoprost	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17518	Phosphodiesterase Inhibitors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13376	Phosphoprotein Phosphatases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14877	NG-Nitroarginine Methyl Ester	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22327	Transgenes	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
14392	Proto-Oncogene Proteins c-akt	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
5935	Glioblastoma	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17795	Pesticides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21439	Calcium Signaling	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
20842	Proteomics	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
21719	Acetylation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1275	Synaptosomes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9878	Malondialdehyde	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
23450	Molecular Sequence Data	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
13821	Alcohol Oxidoreductases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17932	Microscopy, Immunoelectron	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
12797	Succinate Dehydrogenase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14306	Calcium-Calmodulin-Dependent Protein Kinases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11821	Pyrazoles	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22495	Electrons	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13829	Glucosephosphate Dehydrogenase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
698	Motor Cortex	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
10986	Fluoresceins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9402	Disulfides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14881	Glutamine	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
12310	Purines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12397	Quinolines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
642	Hippocampus	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
21574	Alternative Splicing	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9716	Choline	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
5874	Osteosarcoma	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14295	1-Phosphatidylinositol 3-Kinase	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14049	Peroxidases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14826	Membrane Lipids	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
874	Sciatic Nerve	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
23679	Family Health	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
474	Cardiovascular System	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7242	Ischemic Attack, Transient	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15890	Cytoskeletal Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21334	Nerve Regeneration	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
476	Blood-Brain Barrier	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
1035	Granulocytes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14711	Arachidonic Acid	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
4936	Fruit	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22122	Neuronal Plasticity	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11748	Uric Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15150	Intracellular Signaling Peptides and Proteins	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
11745	Caffeine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22188	Genes, Dominant	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
973	Endothelium	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15056	Lymphokines	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
17828	Buffers	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9486	Cadmium	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7523	Down Syndrome	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12356	NADP	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16209	Heat-Shock Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14865	Aspartic Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
935	Lens, Crystalline	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
4938	Seeds	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11956	Cycloheximide	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21756	Glycosylation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19347	Organ Culture Techniques	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
67	Neck	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17332	Histocompatibility Antigens Class II	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
10336	Acetates	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
3203	Adenoviridae	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
22401	Permeability	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18107	Neurologic Examination	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
14373	Mitogen-Activated Protein Kinases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12239	Vitamin E	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19651	Amino Acid Substitution	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
12034	Pyrimidines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
8838	Hypothyroidism	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1565	Animals, Newborn	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
12507	Cyclosporine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
5933	Glioma	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10636	Lactic Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13502	Endopeptidases	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19988	Lasers	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
13203	GTP-Binding Proteins	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
17903	Tomography, Emission-Computed	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12535	Steroids	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
2012	Drosophila	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21700	Protein Folding	1	172	1	171	0	1	0	1	167	168	0.01	0.01	1.0	1.000e+00
21586	Gene Deletion	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
10020	Sulfonamides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
534	Capillaries	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16088	Tumor Suppressor Protein p53	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
11920	Piperazines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21894	Fertility	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13149	Enzymes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21396	Cell Membrane Permeability	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10364	gamma-Aminobutyric Acid	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9576	Carbon Radioisotopes	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
742	Neural Pathways	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19506	Mortality	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
11976	Pyridines	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1092	Clone Cells	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15293	Oligopeptides	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
11770	Imidazoles	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12050	Thymidine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
617	Cerebellum	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
