#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0003729	mRNA binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019826	oxygen sensor activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019901	protein kinase binding	399	5	394	6	549	555	1.000e+00	0.01	0.01	1.2
GO:0005355	glucose transmembrane transporter activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015149	hexose transmembrane transporter activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015145	monosaccharide transmembrane transporter activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0003705	RNA polymerase II transcription factor activity\, enhancer binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004228	gelatinase A activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004012	phospholipid\-translocating ATPase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015247	aminophospholipid transporter activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005548	phospholipid transporter activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0048038	quinone binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004035	alkaline phosphatase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005096	GTPase activator activity	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0005100	Rho GTPase activator activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042169	SH2 domain binding	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0042289	MHC class II protein binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008499	UDP\-galactose\:beta\-N\-acetylglucosamine beta\-1\,3\-galactosyltransferase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048531	beta\-1\,3\-galactosyltransferase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004693	cyclin\-dependent protein kinase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004104	cholinesterase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005127	ciliary neurotrophic factor receptor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005157	macrophage colony stimulating factor receptor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005128	erythropoietin receptor binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004359	glutaminase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004245	neprilysin activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016512	endothelin\-converting enzyme 1 activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016511	endothelin\-converting enzyme activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030235	nitric\-oxide synthase regulator activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0005141	interleukin\-10 receptor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005134	interleukin\-2 receptor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005136	interleukin\-4 receptor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019863	IgE binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019865	immunoglobulin binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004021	alanine transaminase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008483	transaminase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016769	transferase activity\, transferring nitrogenous groups	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016847	1\-aminocyclopropane\-1\-carboxylate synthase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000146	microfilament motor activity	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0030898	actin\-dependent ATPase activity	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0051015	actin filament binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008139	nuclear localization sequence binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0005048	signal sequence binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0031625	ubiquitin protein ligase binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051059	NF\-kappaB binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0003725	double\-stranded RNA binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042834	peptidoglycan binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004656	procollagen\-proline 4\-dioxygenase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0031545	peptidyl\-proline 4\-dioxygenase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0031543	peptidyl\-proline dioxygenase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016706	oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, 2\-oxoglutarate as one donor\, and incorporation of one atom each of oxygen into both donors	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019798	procollagen\-proline dioxygenase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004691	cAMP\-dependent protein kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004690	cyclic nucleotide\-dependent protein kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0031202	RNA splicing factor activity\, transesterification mechanism	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043425	bHLH transcription factor binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016646	oxidoreductase activity\, acting on the CH\-NH group of donors\, NAD or NADP as acceptor	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016645	oxidoreductase activity\, acting on the CH\-NH group of donors	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0015101	organic cation transmembrane transporter activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0003872	6\-phosphofructokinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008443	phosphofructokinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019200	carbohydrate kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0017050	D\-erythro\-sphingosine kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0004143	diacylglycerol kinase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0008481	sphinganine kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005070	SH3/SH2 adaptor activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0004796	thromboxane\-A synthase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005262	calcium channel activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016918	retinal binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0005501	retinoid binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019840	isoprenoid binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019841	retinol binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0017077	oxidative phosphorylation uncoupler activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008121	ubiquinol\-cytochrome\-c reductase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016681	oxidoreductase activity\, acting on diphenols and related substances as donors\, cytochrome as acceptor	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016679	oxidoreductase activity\, acting on diphenols and related substances as donors	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048487	beta\-tubulin binding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043027	caspase inhibitor activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
