#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0004114	3'\,5'\-cyclic\-nucleotide phosphodiesterase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004112	cyclic\-nucleotide phosphodiesterase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030553	cGMP binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0019002	GMP binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004558	alpha\-glucosidase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015926	glucosidase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0000150	recombinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043142	single\-stranded DNA\-dependent ATPase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042903	tubulin deacetylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005545	phosphatidylinositol binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0035014	phosphoinositide 3\-kinase regulator activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043559	insulin binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0017046	peptide hormone binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004677	DNA\-dependent protein kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016851	magnesium chelatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051003	ligase activity\, forming nitrogen\-metal bonds\, forming coordination complexes	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051002	ligase activity\, forming nitrogen\-metal bonds	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004157	dihydropyrimidinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016812	hydrolase activity\, acting on carbon\-nitrogen (but not peptide) bonds\, in cyclic amides	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032405	MutLalpha complex binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016018	cyclosporin A binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015232	heme transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030161	calpain inhibitor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003840	gamma\-glutamyltransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004004	ATP\-dependent RNA helicase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008186	RNA\-dependent ATPase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004413	homoserine kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0019202	amino acid kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042708	elastase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030350	iron\-responsive element binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004128	cytochrome\-b5 reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008534	oxidized purine base lesion DNA N\-glycosylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0000702	oxidized base lesion DNA N\-glycosylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003958	NADPH\-hemoprotein reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004647	phosphoserine phosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008853	exodeoxyribonuclease III activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015633	zinc transporting ATPase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004510	tryptophan 5\-monooxygenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008503	benzodiazepine receptor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004503	monophenol monooxygenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016716	oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, another compound as one donor\, and incorporation of one atom of oxygen	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003987	acetate\-CoA ligase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016878	acid\-thiol ligase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016877	ligase activity\, forming carbon\-sulfur bonds	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016405	CoA\-ligase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0047939	L\-glucuronate reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008106	alcohol dehydrogenase (NADP\+) activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043015	gamma\-tubulin binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0031997	N\-terminal myristoylation domain binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008427	calcium\-dependent protein kinase inhibitor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004771	sterol esterase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0047710	bis(5'\-adenosyl)\-triphosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004551	nucleotide diphosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004462	lactoylglutathione lyase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004367	glycerol\-3\-phosphate dehydrogenase (NAD\+) activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004368	glycerol\-3\-phosphate dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0047066	phospholipid\-hydroperoxide glutathione peroxidase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004416	hydroxyacylglutathione hydrolase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008301	DNA bending activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004449	isocitrate dehydrogenase (NAD\+) activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004448	isocitrate dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004709	MAP kinase kinase kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008545	JUN kinase kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0050178	phenylpyruvate tautomerase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0050699	WW domain binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030586	[methionine synthase] reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016723	oxidoreductase activity\, oxidizing metal ions\, NAD or NADP as acceptor	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030983	mismatched DNA binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032138	single base insertion or deletion binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032135	DNA insertion or deletion binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032407	MutSalpha complex binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008601	protein phosphatase type 2A regulator activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051721	protein phosphatase 2A binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015520	tetracycline\:hydrogen antiporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008493	tetracycline transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042895	antibiotic transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015307	drug\:hydrogen antiporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015299	solute\:hydrogen antiporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015298	solute\:cation antiporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008785	alkyl hydroperoxide reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016654	oxidoreductase activity\, acting on NADH or NADPH\, disulfide as acceptor	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004155	6\,7\-dihydropteridine reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005080	protein kinase C binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005024	transforming growth factor beta receptor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042162	telomeric DNA binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043047	single\-stranded telomeric DNA binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004998	transferrin receptor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004447	iodide peroxidase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015349	thyroid hormone transmembrane transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0019905	syntaxin binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0000149	SNARE binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0050998	nitric\-oxide synthase binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046873	metal ion transmembrane transporter activity	399	13	386	13	542	555	4.241e-01	0.03	0.02	1.4
GO:0008324	cation transmembrane transporter activity	399	30	369	34	521	555	4.321e-01	0.08	0.06	1.2
GO:0050661	NADP binding	399	8	391	7	548	555	4.323e-01	0.02	0.01	1.6
GO:0003924	GTPase activity	399	8	391	7	548	555	4.323e-01	0.02	0.01	1.6
GO:0016853	isomerase activity	399	14	385	14	541	555	4.379e-01	0.04	0.03	1.4
GO:0042277	peptide binding	399	10	389	19	536	555	4.511e-01	0.03	0.03	0.7
GO:0003779	actin binding	399	5	394	11	544	555	4.523e-01	0.01	0.02	0.6
GO:0051082	unfolded protein binding	399	9	390	8	547	555	4.578e-01	0.02	0.01	1.6
GO:0005249	voltage\-gated potassium channel activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0005267	potassium channel activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0015036	disulfide oxidoreductase activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0016505	apoptotic protease activator activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0016504	protease activator activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0008194	UDP\-glycosyltransferase activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0016790	thiolester hydrolase activity	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0004857	enzyme inhibitor activity	399	11	388	21	534	555	4.673e-01	0.03	0.04	0.7
GO:0016773	phosphotransferase activity\, alcohol group as acceptor	399	35	364	41	514	555	4.679e-01	0.09	0.07	1.2
GO:0005164	tumor necrosis factor receptor binding	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0032813	tumor necrosis factor receptor superfamily binding	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0005083	small GTPase regulator activity	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0004983	neuropeptide Y receptor activity	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0004866	endopeptidase inhibitor activity	399	6	393	13	542	555	4.826e-01	0.02	0.02	0.6
GO:0030414	protease inhibitor activity	399	6	393	13	542	555	4.826e-01	0.02	0.02	0.6
GO:0004714	transmembrane receptor protein tyrosine kinase activity	399	6	393	13	542	555	4.826e-01	0.02	0.02	0.6
GO:0022843	voltage\-gated cation channel activity	399	5	394	4	551	555	5.029e-01	0.01	0.01	1.7
GO:0003682	chromatin binding	399	5	394	4	551	555	5.029e-01	0.01	0.01	1.7
GO:0016705	oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen	399	14	385	25	530	555	5.093e-01	0.04	0.05	0.8
GO:0022836	gated channel activity	399	8	391	15	540	555	5.292e-01	0.02	0.03	0.7
GO:0019838	growth factor binding	399	8	391	15	540	555	5.292e-01	0.02	0.03	0.7
GO:0008188	neuropeptide receptor activity	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0042923	neuropeptide binding	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0051536	iron\-sulfur cluster binding	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0051540	metal cluster binding	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0047485	protein N\-terminus binding	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0016881	acid\-amino acid ligase activity	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0022890	inorganic cation transmembrane transporter activity	399	12	387	13	542	555	5.434e-01	0.03	0.02	1.3
GO:0008047	enzyme activator activity	399	13	386	14	541	555	5.549e-01	0.03	0.03	1.3
GO:0022891	substrate\-specific transmembrane transporter activity	399	37	362	45	510	555	5.591e-01	0.09	0.08	1.1
GO:0005216	ion channel activity	399	10	389	18	537	555	5.641e-01	0.03	0.03	0.8
GO:0022838	substrate specific channel activity	399	10	389	18	537	555	5.641e-01	0.03	0.03	0.8
GO:0005215	transporter activity	399	51	348	79	476	555	5.663e-01	0.13	0.14	0.9
GO:0016874	ligase activity	399	14	385	15	540	555	5.671e-01	0.04	0.03	1.3
GO:0005244	voltage\-gated ion channel activity	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0022832	voltage\-gated channel activity	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0004707	MAP kinase activity	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0009053	electron donor activity	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0016746	transferase activity\, transferring acyl groups	399	4	395	9	546	555	5.741e-01	0.01	0.02	0.6
GO:0045155	electron transporter\, transferring electrons from CoQH2\-cytochrome c reductase complex and cytochrome c oxidase complex activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051434	BH3 domain binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051400	BH domain binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004861	cyclin\-dependent protein kinase inhibitor activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0000739	DNA strand annealing activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015038	glutathione disulfide oxidoreductase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015037	peptide disulfide oxidoreductase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016668	oxidoreductase activity\, acting on sulfur group of donors\, NAD or NADP as acceptor	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016722	oxidoreductase activity\, oxidizing metal ions	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0005344	oxygen transporter activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016671	oxidoreductase activity\, acting on sulfur group of donors\, disulfide as acceptor	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0008113	peptide\-methionine\-(S)\-S\-oxide reductase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004602	glutathione peroxidase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0043295	glutathione binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016714	oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced pteridine as one donor\, and incorporation of one atom of oxygen	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015035	protein disulfide oxidoreductase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004438	phosphatidylinositol\-3\-phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004437	inositol or phosphatidylinositol phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0042577	lipid phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016314	phosphatidylinositol\-3\,4\,5\-trisphosphate 3\-phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051717	inositol\-1\,3\,4\,5\-tetrakisphosphate 3\-phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051800	phosphatidylinositol\-3\,4\-bisphosphate 3\-phosphatase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0046934	phosphatidylinositol\-4\,5\-bisphosphate 3\-kinase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0043130	ubiquitin binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0032182	small conjugating protein binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0003906	DNA\-(apurinic or apyrimidinic site) lyase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004521	endoribonuclease activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016895	exodeoxyribonuclease activity\, producing 5'\-phosphomonoesters	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0004529	exodeoxyribonuclease activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030192	Hsp70/Hsc70 protein regulator activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0003887	DNA\-directed DNA polymerase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0008135	translation factor activity\, nucleic acid binding	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015662	ATPase activity\, coupled to transmembrane movement of ions\, phosphorylative mechanism	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016846	carbon\-sulfur lyase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015267	channel activity	399	11	388	20	535	555	5.796e-01	0.03	0.04	0.8
GO:0022803	passive transmembrane transporter activity	399	11	388	20	535	555	5.796e-01	0.03	0.04	0.8
GO:0046914	transition metal ion binding	399	93	306	121	434	555	5.829e-01	0.23	0.22	1.1
GO:0046943	carboxylic acid transmembrane transporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0005342	organic acid transmembrane transporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0017153	sodium\:dicarboxylate symporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0015296	anion\:cation symporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0005343	organic acid\:sodium symporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0005310	dicarboxylic acid transmembrane transporter activity	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0019900	kinase binding	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0008092	cytoskeletal protein binding	399	13	386	23	532	555	6.059e-01	0.03	0.04	0.8
GO:0005200	structural constituent of cytoskeleton	399	8	391	8	547	555	6.112e-01	0.02	0.01	1.4
GO:0004672	protein kinase activity	399	31	368	38	517	555	6.135e-01	0.08	0.07	1.1
GO:0043167	ion binding	399	117	282	172	383	555	6.173e-01	0.29	0.31	0.9
GO:0032403	protein complex binding	399	6	393	11	544	555	6.299e-01	0.02	0.02	0.8
GO:0015075	ion transmembrane transporter activity	399	36	363	45	510	555	6.388e-01	0.09	0.08	1.1
GO:0030955	potassium ion binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0050840	extracellular matrix binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0035240	dopamine binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0004623	phospholipase A2 activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0005518	collagen binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0031404	chloride ion binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0043168	anion binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0042166	acetylcholine binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0005154	epidermal growth factor receptor binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0004945	angiotensin type II receptor activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0001595	angiotensin receptor activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0005035	death receptor activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030374	ligand\-dependent nuclear receptor transcription coactivator activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0050681	androgen receptor binding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0016165	lipoxygenase activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0004298	threonine endopeptidase activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0005099	Ras GTPase activator activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0004402	histone acetyltransferase activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0004468	lysine N\-acetyltransferase activity	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0016298	lipase activity	399	9	390	10	545	555	6.445e-01	0.02	0.02	1.3
GO:0019199	transmembrane receptor protein kinase activity	399	7	392	13	542	555	6.493e-01	0.02	0.02	0.7
GO:0004784	superoxide dismutase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016721	oxidoreductase activity\, acting on superoxide radicals as acceptor	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0004722	protein serine/threonine phosphatase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0005375	copper ion transmembrane transporter activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0034061	DNA polymerase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0005159	insulin\-like growth factor receptor binding	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016597	amino acid binding	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0004407	histone deacetylase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0033558	protein deacetylase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0019213	deacetylase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0030551	cyclic nucleotide binding	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016208	AMP binding	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0005158	insulin receptor binding	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0004435	phosphoinositide phospholipase C activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0004434	inositol or phosphatidylinositol phosphodiesterase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016641	oxidoreductase activity\, acting on the CH\-NH2 group of donors\, oxygen as acceptor	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016862	intramolecular oxidoreductase activity\, interconverting keto\- and enol\-groups	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0015293	symporter activity	399	10	389	11	544	555	6.569e-01	0.03	0.02	1.3
GO:0015294	solute\:cation symporter activity	399	10	389	11	544	555	6.569e-01	0.03	0.02	1.3
GO:0032561	guanyl ribonucleotide binding	399	10	389	11	544	555	6.569e-01	0.03	0.02	1.3
GO:0019001	guanyl nucleotide binding	399	10	389	11	544	555	6.569e-01	0.03	0.02	1.3
GO:0005507	copper ion binding	399	11	388	12	543	555	6.696e-01	0.03	0.02	1.3
GO:0004713	protein\-tyrosine kinase activity	399	27	372	33	522	555	6.854e-01	0.07	0.06	1.1
GO:0004497	monooxygenase activity	399	10	389	17	538	555	6.947e-01	0.03	0.03	0.8
GO:0005179	hormone activity	399	10	389	17	538	555	6.947e-01	0.03	0.03	0.8
GO:0004517	nitric\-oxide synthase activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0004966	galanin receptor activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0008656	caspase activator activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0008430	selenium binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0003714	transcription corepressor activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0015485	cholesterol binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0032934	sterol binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0016628	oxidoreductase activity\, acting on the CH\-CH group of donors\, NAD or NADP as acceptor	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0005520	insulin\-like growth factor binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0043121	neurotrophin binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0043560	insulin receptor substrate binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0035091	phosphoinositide binding	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0016638	oxidoreductase activity\, acting on the CH\-NH2 group of donors	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0016174	NAD(P)H oxidase activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0008034	lipoprotein binding	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0004970	ionotropic glutamate receptor activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0008066	glutamate receptor activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0005234	extracellular\-glutamate\-gated ion channel activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0005149	interleukin\-1 receptor binding	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0016407	acetyltransferase activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0016765	transferase activity\, transferring alkyl or aryl (other than methyl) groups	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0015026	coreceptor activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0004887	thyroid hormone receptor activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0046872	metal ion binding	399	117	282	169	386	555	7.207e-01	0.29	0.30	1.0
GO:0042625	ATPase activity\, coupled to transmembrane movement of ions	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
