#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0030157	pancreatic juice secretion	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0044258	intestinal lipid catabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046514	ceramide catabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006931	substrate\-bound cell migration\, cell attachment to substrate	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032023	trypsinogen activation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0009117	nucleotide metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0007030	Golgi organization and biogenesis	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006072	glycerol\-3\-phosphate metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046168	glycerol\-3\-phosphate catabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006288	base\-excision repair\, DNA ligation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0017055	negative regulation of transcriptional preinitiation complex assembly	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006102	isocitrate metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0045663	positive regulation of myoblast differentiation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043353	enucleate erythrocyte differentiation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043030	regulation of macrophage activation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042773	ATP synthesis coupled electron transport	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046034	ATP metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0001553	luteinization	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008406	gonad development	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0007538	primary sex determination	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0050810	regulation of steroid biosynthetic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006298	mismatch repair	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030224	monocyte differentiation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0000731	DNA synthesis during DNA repair	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0000084	S phase of mitotic cell cycle	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0035308	negative regulation of protein amino acid dephosphorylation	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043666	regulation of phosphoprotein phosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032515	negative regulation of phosphoprotein phosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032516	positive regulation of phosphoprotein phosphatase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015904	tetracycline transport	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046677	response to antibiotic	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046676	negative regulation of insulin secretion	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032024	positive regulation of insulin secretion	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006559	L\-phenylalanine catabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006729	tetrahydrobiopterin biosynthetic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051066	dihydrobiopterin metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006376	mRNA splice site selection	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0065002	intracellular protein transport across a membrane	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0001101	response to acid	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0045056	transcytosis	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046628	positive regulation of insulin receptor signaling pathway	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0048011	nerve growth factor receptor signaling pathway	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051385	response to mineralocorticoid stimulus	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0007217	tachykinin signaling pathway	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0007320	insemination	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0009582	detection of abiotic stimulus	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032205	negative regulation of telomere maintenance	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042267	natural killer cell mediated cytotoxicity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051225	spindle assembly	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0051246	regulation of protein metabolic process	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006122	mitochondrial electron transport\, ubiquinol to cytochrome c	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0007223	Wnt receptor signaling pathway\, calcium modulating pathway	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030321	transepithelial chloride transport	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046785	microtubule polymerization	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0006801	superoxide metabolic process	399	8	391	7	548	555	4.323e-01	0.02	0.01	1.6
GO:0001836	release of cytochrome c from mitochondria	399	8	391	7	548	555	4.323e-01	0.02	0.01	1.6
GO:0045454	cell redox homeostasis	399	8	391	7	548	555	4.323e-01	0.02	0.01	1.6
GO:0016042	lipid catabolic process	399	5	394	11	544	555	4.523e-01	0.01	0.02	0.6
GO:0007569	cell aging	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0009408	response to heat	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0042493	response to drug	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0045333	cellular respiration	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0046902	regulation of mitochondrial membrane permeability	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0007595	lactation	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0006094	gluconeogenesis	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0000082	G1/S transition of mitotic cell cycle	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0006800	oxygen and reactive oxygen species metabolic process	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0006334	nucleosome assembly	399	4	395	3	552	555	4.605e-01	0.01	0.01	1.9
GO:0008016	regulation of heart contraction	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0045165	cell fate commitment	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0019722	calcium\-mediated signaling	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0007204	elevation of cytosolic calcium ion concentration	399	2	397	6	549	555	4.797e-01	0.01	0.01	0.5
GO:0006355	regulation of transcription\, DNA\-dependent	399	44	355	70	485	555	4.802e-01	0.11	0.13	0.9
GO:0001666	response to hypoxia	399	12	387	22	533	555	4.825e-01	0.03	0.04	0.8
GO:0030154	cell differentiation	399	13	386	24	531	555	4.972e-01	0.03	0.04	0.8
GO:0006809	nitric oxide biosynthetic process	399	5	394	4	551	555	5.029e-01	0.01	0.01	1.7
GO:0006813	potassium ion transport	399	5	394	4	551	555	5.029e-01	0.01	0.01	1.7
GO:0006974	response to DNA damage stimulus	399	5	394	4	551	555	5.029e-01	0.01	0.01	1.7
GO:0006357	regulation of transcription from RNA polymerase II promoter	399	11	388	11	544	555	5.134e-01	0.03	0.02	1.4
GO:0006917	induction of apoptosis	399	20	379	23	532	555	5.309e-01	0.05	0.04	1.2
GO:0007611	learning and/or memory	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0016337	cell\-cell adhesion	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0007517	muscle development	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0006953	acute\-phase response	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0001558	regulation of cell growth	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0006633	fatty acid biosynthetic process	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0050731	positive regulation of peptidyl\-tyrosine phosphorylation	399	3	396	7	548	555	5.338e-01	0.01	0.01	0.6
GO:0006309	DNA fragmentation during apoptosis	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0045860	positive regulation of protein kinase activity	399	6	393	5	550	555	5.407e-01	0.02	0.01	1.7
GO:0042554	superoxide release	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0042744	hydrogen peroxide catabolic process	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0016481	negative regulation of transcription	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0007050	cell cycle arrest	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0007601	visual perception	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0045893	positive regulation of transcription\, DNA\-dependent	399	6	393	6	549	555	5.705e-01	0.02	0.01	1.4
GO:0030036	actin cytoskeleton organization and biogenesis	399	4	395	9	546	555	5.741e-01	0.01	0.02	0.6
GO:0043473	pigmentation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030264	nuclear fragmentation during apoptosis	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0006927	transformed cell apoptosis	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0042062	long\-term strengthening of neuromuscular junction	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0031116	positive regulation of microtubule polymerization	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0018105	peptidyl\-serine phosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030163	protein catabolic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0042311	vasodilation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0006983	ER overload response	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0048147	negative regulation of fibroblast proliferation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0001963	synaptic transmission\, dopaminergic	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0001933	negative regulation of protein amino acid phosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0050900	leukocyte migration	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0007568	aging	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0015671	oxygen transport	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0009650	UV protection	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0046666	retinal cell programmed cell death	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0042445	hormone metabolic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0008634	negative regulation of survival gene product expression	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0009072	aromatic amino acid family metabolic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030890	positive regulation of B cell proliferation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0050727	regulation of inflammatory response	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0006739	NADP metabolic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0031647	regulation of protein stability	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0046855	inositol phosphate dephosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0046856	phosphoinositide dephosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0048738	cardiac muscle development	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051895	negative regulation of focal adhesion formation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0051898	negative regulation of protein kinase B signaling cascade	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0007266	Rho protein signal transduction	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0008361	regulation of cell size	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030879	mammary gland development	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0050708	regulation of protein secretion	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0008088	axon cargo transport	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0040009	regulation of growth rate	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0018108	peptidyl\-tyrosine phosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030838	positive regulation of actin filament polymerization	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0032436	positive regulation of proteasomal ubiquitin\-dependent protein catabolic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0043280	positive regulation of caspase activity	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0045079	negative regulation of chemokine biosynthetic process	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0007031	peroxisome organization and biogenesis	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0006333	chromatin assembly or disassembly	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0016310	phosphorylation	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0030325	adrenal gland development	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0007088	regulation of mitosis	399	2	397	1	554	555	5.748e-01	0.01	0.00	2.8
GO:0006950	response to stress	399	14	385	16	539	555	5.793e-01	0.04	0.03	1.2
GO:0006835	dicarboxylic acid transport	399	7	392	7	548	555	5.909e-01	0.02	0.01	1.4
GO:0007166	cell surface receptor linked signal transduction	399	13	386	22	533	555	6.051e-01	0.03	0.04	0.8
GO:0006464	protein modification process	399	8	391	8	547	555	6.112e-01	0.02	0.01	1.4
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	399	8	391	8	547	555	6.112e-01	0.02	0.01	1.4
GO:0006811	ion transport	399	14	385	24	531	555	6.158e-01	0.04	0.04	0.8
GO:0006928	cell motility	399	14	385	24	531	555	6.158e-01	0.04	0.04	0.8
GO:0006461	protein complex assembly	399	6	393	11	544	555	6.299e-01	0.02	0.02	0.8
GO:0007566	embryo implantation	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0019430	removal of superoxide radicals	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0045892	negative regulation of transcription\, DNA\-dependent	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0043193	positive regulation of gene\-specific transcription	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0045596	negative regulation of cell differentiation	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007026	negative regulation of microtubule depolymerization	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007631	feeding behavior	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0043691	reverse cholesterol transport	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0046627	negative regulation of insulin receptor signaling pathway	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0001919	regulation of receptor recycling	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007265	Ras protein signal transduction	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030168	platelet activation	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0009790	embryonic development	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0045084	positive regulation of interleukin\-12 biosynthetic process	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0009395	phospholipid catabolic process	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007200	G\-protein signaling\, coupled to IP3 second messenger (phospholipase C activating)	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007628	adult walking behavior	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007548	sex differentiation	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0006695	cholesterol biosynthetic process	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0046888	negative regulation of hormone secretion	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030238	male sex determination	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030574	collagen catabolic process	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0045086	positive regulation of interleukin\-2 biosynthetic process	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030334	regulation of cell migration	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0006941	striated muscle contraction	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007512	adult heart development	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0030049	muscle filament sliding	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0055010	ventricular cardiac muscle morphogenesis	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007172	signal complex assembly	399	1	398	3	552	555	6.441e-01	0.00	0.01	0.5
GO:0007417	central nervous system development	399	7	392	13	542	555	6.493e-01	0.02	0.02	0.7
GO:0045736	negative regulation of cyclin\-dependent protein kinase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0007281	germ cell development	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0048009	insulin\-like growth factor receptor signaling pathway	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0008630	DNA damage response\, signal transduction resulting in induction of apoptosis	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0001937	negative regulation of endothelial cell proliferation	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0016192	vesicle\-mediated transport	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0042771	DNA damage response\, signal transduction by p53 class mediator resulting in induction of apoptosis	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0007612	learning	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0001756	somitogenesis	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0042987	amyloid precursor protein catabolic process	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0006265	DNA topological change	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0043154	negative regulation of caspase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0009405	pathogenesis	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0050718	positive regulation of interleukin\-1 beta secretion	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0000079	regulation of cyclin\-dependent protein kinase activity	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0030182	neuron differentiation	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0006812	cation transport	399	3	396	2	553	555	6.547e-01	0.01	0.00	2.1
GO:0007399	nervous system development	399	19	380	31	524	555	6.593e-01	0.05	0.06	0.9
GO:0043085	positive regulation of catalytic activity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0042542	response to hydrogen peroxide	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0043434	response to peptide hormone stimulus	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0045840	positive regulation of mitosis	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0050715	positive regulation of cytokine secretion	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0048167	regulation of synaptic plasticity	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0043491	protein kinase B signaling cascade	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0000302	response to reactive oxygen species	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0008624	induction of apoptosis by extracellular signals	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0050880	regulation of blood vessel size	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0006839	mitochondrial transport	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0048304	positive regulation of isotype switching to IgG isotypes	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0044267	cellular protein metabolic process	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0045110	intermediate filament bundle assembly	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0030335	positive regulation of cell migration	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0030307	positive regulation of cell growth	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0042446	hormone biosynthetic process	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0045604	regulation of epidermal cell differentiation	399	3	396	3	552	555	6.987e-01	0.01	0.01	1.4
GO:0046330	positive regulation of JNK cascade	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0042110	T cell activation	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0007205	activation of protein kinase C activity	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0030225	macrophage differentiation	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0043410	positive regulation of MAPKKK cascade	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0007160	cell\-matrix adhesion	399	2	397	5	550	555	7.056e-01	0.01	0.01	0.6
GO:0043123	positive regulation of I\-kappaB kinase/NF\-kappaB cascade	399	11	388	19	536	555	7.075e-01	0.03	0.03	0.8
GO:0006749	glutathione metabolic process	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0045471	response to ethanol	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0060052	neurofilament cytoskeleton organization and biogenesis	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0006878	cellular copper ion homeostasis	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0015813	L\-glutamate transport	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0042640	anagen	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0046777	protein amino acid autophosphorylation	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0050896	response to stimulus	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0016485	protein processing	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0030900	forebrain development	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0051591	response to cAMP	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0007218	neuropeptide signaling pathway	399	4	395	4	551	555	7.259e-01	0.01	0.01	1.4
GO:0006959	humoral immune response	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0001568	blood vessel development	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0042632	cholesterol homeostasis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0030593	neutrophil chemotaxis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0030198	extracellular matrix organization and biogenesis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0030097	hemopoiesis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0007018	microtubule\-based movement	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0009636	response to toxin	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0006919	caspase activation	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0045449	regulation of transcription	399	19	380	24	531	555	7.541e-01	0.05	0.04	1.1
GO:0015992	proton transport	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0007565	female pregnancy	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0000226	microtubule cytoskeleton organization and biogenesis	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0030324	lung development	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0042127	regulation of cell proliferation	399	6	393	7	548	555	7.825e-01	0.02	0.01	1.2
GO:0007264	small GTPase mediated signal transduction	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0008219	cell death	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0042309	homoiothermy	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0050826	response to freezing	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0006915	apoptosis	399	34	365	45	510	555	8.131e-01	0.09	0.08	1.1
GO:0043065	positive regulation of apoptosis	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0007605	sensory perception of sound	399	10	389	12	543	555	8.277e-01	0.03	0.02	1.2
GO:0006366	transcription from RNA polymerase II promoter	399	10	389	12	543	555	8.277e-01	0.03	0.02	1.2
GO:0007268	synaptic transmission	399	18	381	24	531	555	8.746e-01	0.05	0.04	1.0
GO:0008152	metabolic process	399	25	374	33	522	555	8.910e-01	0.06	0.06	1.1
GO:0008283	cell proliferation	399	28	371	41	514	555	8.994e-01	0.07	0.07	0.9
GO:0000187	activation of MAPK activity	399	7	392	10	545	555	1.000e+00	0.02	0.02	1.0
GO:0045859	regulation of protein kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000303	response to superoxide	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0001541	ovarian follicle development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001819	positive regulation of cytokine production	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001890	placenta development	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0001895	retina homeostasis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002262	myeloid cell homeostasis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007626	locomotory behavior	399	5	394	7	548	555	1.000e+00	0.01	0.01	1.0
GO:0019226	transmission of nerve impulse	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0031667	response to nutrient levels	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032287	myelin maintenance in the peripheral nervous system	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0033081	regulation of T cell differentiation in the thymus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0040014	regulation of multicellular organism growth	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0045541	negative regulation of cholesterol biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046620	regulation of organ growth	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046688	response to copper ion	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0046716	muscle maintenance	399	3	396	4	551	555	1.000e+00	0.01	0.01	1.0
GO:0048538	thymus development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
