#Symbol	HUGOID	Name	#Occur	#Paper	MatchString	PMIDs
CASP1	1499	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	1	1	ICE | 	17597167,
CASP8	1509	caspase 8, apoptosis-related cysteine peptidase	7	3	caspase-8 | 	12843244,15572176,16510725,
CAT	1516	catalase	1	1	CAT | 	17191135,
CBS	1550	cystathionine-beta-synthase	1	1	CBS | 	18513389,
CCDC34	25079	coiled-coil domain containing 34	2	2	L-15 | 	17018025,17555556,
CCL2	10618	chemokine (C-C motif) ligand 2	47	8	CCL2 | MCP1 | MCP-1 | 	14597108,15210305,15962273,16624536,16753239,17569578,18040778,18464925,
CCL3	10627	chemokine (C-C motif) ligand 3	2	2	CCL3 | MIP-1A | 	17018025,18040778,
CCL4	10630	chemokine (C-C motif) ligand 4	1	1	CCL4 | 	18040778,
CCL5	10632	chemokine (C-C motif) ligand 5	15	5	CCL5 | RANTES | 	15210305,17018025,17569578,17852013,18040778,
CCNA2	1578	cyclin A2	1	1	CCNA | 	17969353,
CCRK	21420	cell cycle related kinase	1	1	p42 | 	16104843,
CCS	1613	copper chaperone for superoxide dismutase	6	1	CCS | 	17015226,
CD4	1678	CD4 molecule	9	8	CD4 | 	14960605,15210305,16624536,16753239,17018025,17569578,18040778,18539342,
CD40	11919	CD40 molecule, TNF receptor superfamily member 5	12	6	CD-40 | CD40 | 	15649489,15799549,16510725,16753239,16909005,18464922,
CD46	6953	CD46 molecule, complement regulatory protein	1	1	MCP-1_amp_#x3b1 | 	17015226,
CD63	1692	CD63 molecule	1	1	CD63 | 	15649489,
CD68	1693	CD68 molecule	50	6	CD68 | CD-68 | 	15649489,16179515,16877542,17008387,17997855,18539342,
CD80	1700	CD80 molecule	3	2	CD80 | 	16179515,16753239,
CD86	1705	CD86 molecule	6	2	CD86 | 	16179515,16753239,
CD8A	1706	CD8a molecule	2	2	CD8 | 	14960605,18539342,
CDC42	1736	cell division cycle 42 (GTP binding protein, 25kDa)	1	1	Cdc42 | 	16104843,
CDH17	1756	cadherin 17, LI cadherin (liver-intestine)	1	1	cadherin | 	16104843,
CDK5	1774	cyclin-dependent kinase 5	3	2	CDK5 | Cdk5 | 	14960605,18397603,
CETP	1869	cholesteryl ester transfer protein, plasma	2	1	CETP | 	18513389,
CFLAR	1876	CASP8 and FADD-like apoptosis regulator	2	2	FLIP | 	16624536,17569578,
CISD1	30880	CDGSH iron sulfur domain 1	1	1	mitoneet | 	18464925,
CISH	1984	cytokine inducible SH2-containing protein	5	3	SOCS | 	16120782,16753239,17555556,
CLU	2095	clusterin	1	1	apoJ | 	15210305,
CNR1	2159	cannabinoid receptor 1 (brain)	4	2	CB1 | 	16647138,17241118,
CNR2	2160	cannabinoid receptor 2 (macrophage)	6	1	CB2 | 	17241118,
CNTF	2169	ciliary neurotrophic factor	16	6	CNTF | CNTF-deficient | 	9086508,11173059,15210305,15668976,17015226,17418957,
COL11A2	2187	collagen, type XI, alpha 2	1	1	PARP | 	18459454,
COL1A1	2197	collagen, type I, alpha 1	2	1	collagen | 	15210305,
COQ10A	26515	coenzyme Q10 homolog A (S. cerevisiae)	4	2	Q10 | 	14739060,15571972,
COX6A1	2277	cytochrome c oxidase subunit VIa polypeptide 1	1	1	COX6A1 | 	18464922,
COX8A	2294	cytochrome c oxidase subunit 8A (ubiquitous)	6	2	COX-2-derived | COXs | COX-1-deficient | 	16647138,18464925,
CREB1	2345	cAMP responsive element binding protein 1	3	3	CREB | CREB-binding | 	15210305,16104843,17191135,
CREBBP	2348	CREB binding protein (Rubinstein-Taybi syndrome)	2	2	CBP | 	16104843,16766086,
CRH	2355	corticotropin releasing hormone	2	2	CRF | CRH | 	17191135,17597167,
CSF1	2432	colony stimulating factor 1 (macrophage)	7	1	CSF-1 | M-CSF | Csf1 | 	16624536,
CSF2	2434	colony stimulating factor 2 (granulocyte-macrophage)	3	2	GM-CSF | 	9339959,16624536,
CSF2RA	2435	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	1	1	CD116 | 	16014720,
CSTB	2482	cystatin B (stefin B)	6	1	CSTB | EPM1 | STFB | 	15210305,
CTSB	2527	cathepsin B	7	1	CATB | 	17306794,
CTSE	2530	cathepsin E	1	1	CATE | 	17306794,
CTSL1	2537	cathepsin L1	3	1	CATL | 	17306794,
CX3CL1	10647	chemokine (C-X3-C motif) ligand 1	8	2	fractalkine | 	16624536,17015226,
CX3CR1	2558	chemokine (C-X3-C motif) receptor 1	1	1	CX3CR1 | 	16624536,
CXCL10	10637	chemokine (C-X-C motif) ligand 10	2	2	CXCL10 | IP-10 | 	17569578,18040778,
CXCL11	10638	chemokine (C-X-C motif) ligand 11	1	1	I-TAC | 	17569578,
CXCL3	4604	chemokine (C-X-C motif) ligand 3	1	1	CXCL3 | 	17569578,
CXCL9	7098	chemokine (C-X-C motif) ligand 9	1	1	MIG | 	17569578,
CYBB	2578	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	130	2	Nox2 | NOX2 | gp91phox | 	17853944,18598679,
CYCS	19986	cytochrome c, somatic	1	1	CYCS | 	18464922,
CYP1A1	2595	cytochrome P450, family 1, subfamily A, polypeptide 1	1	1	CYP | 	11173059,
CYP2B6	2615	cytochrome P450, family 2, subfamily B, polypeptide 6	21	2	P450 | 	16647138,18513389,
CYP2C9	2623	cytochrome P450, family 2, subfamily C, polypeptide 9	1	1	CYP2C9 | 	16647138,
CYP2D6	2625	cytochrome P450, family 2, subfamily D, polypeptide 6	3	2	CYP2D6 | 	11173059,18513389,
CYP46A1	2641	cytochrome P450, family 46, subfamily A, polypeptide 1	2	1	CYP46 | 	15210305,
DAND5	26780	DAN domain family, member 5	2	1	Sp-1 | 	16647138,
DAXX	2681	death-associated protein 6	2	2	Daxx | 	16510725,17015226,
DCTN1	2711	dynactin 1 (p150, glued homolog, Drosophila)	3	1	DCTN1 | 	17969353,
DCTN5	24594	dynactin 5 (p25)	1	1	p25 | 	18397603,
DIABLO	21528	diablo homolog (Drosophila)	3	2	Smac | 	14739060,15571972,
DNAJB1	5270	DnaJ (Hsp40) homolog, subfamily B, member 1	2	1	Hsp40 | 	17015226,
DUOX1	3062	dual oxidase 1	1	1	Duox1 | 	17853944,
DUOX2	13273	dual oxidase 2	2	1	DUOX2 | Duox2 | 	17853944,
DYNC1H1	2961	dynein, cytoplasmic 1, heavy chain 1	1	1	p22 | 	17853944,
EBNA1BP2	15531	EBNA1 binding protein 2	3	2	p40 | 	16753239,18598679,
EBP	3133	emopamil binding protein (sterol isomerase)	1	1	EBP-_amp_#x3b2 | 	16753239,
ECE1	3146	endothelin converting enzyme 1	1	1	ECE-1 | 	17306794,
EGR3	3240	early growth response 3	2	2	EGR3 | 	15668976,17969353,
ENO2	3353	enolase 2 (gamma, neuronal)	4	1	NSE | 	17997855,
EP300	3373	E1A binding protein p300	2	2	p300 | 	16104843,16766086,
EPHX1	3401	epoxide hydrolase 1, microsomal (xenobiotic)	55	1	EPOX-derived | EPOX-mediated | EPOX-generated | EPOX-catalyzed | 	16647138,
EPO	3415	erythropoietin	3	2	EPO | 	17439481,17582695,
ERAP1	18173	endoplasmic reticulum aminopeptidase 1	2	1	PILSAP | 	16104843,
ESRRA	3471	estrogen-related receptor alpha	1	1	ERR | 	18464922,
ETV4	3493	ets variant gene 4 (E1A enhancer binding protein, E1AF)	2	2	PEA-3 | 	16647138,17191135,
EXOSC3	17944	exosome component 3	1	1	p10 | 	17597167,
FAAH	3553	fatty acid amide hydrolase	17	2	FAAH | 	16647138,17350694,
FABP7	3562	fatty acid binding protein 7, brain	1	1	B-FABP | 	15210305,
FADD	3573	Fas (TNFRSF6)-associated via death domain	4	2	FADD | 	12124437,16510725,
FAS	11920	Fas (TNF receptor superfamily, member 6)	29	7	CD95 | Fas-ligand | Fas-associated | Fas-triggered | 	12843244,14960605,15572176,16510725,16624536,17015226,17555556,
FASLG	11936	Fas ligand (TNF superfamily, member 6)	55	4	FasL-immunoreactive | 	14960605,15572176,16510725,17015226,
FCGR1A	3613	Fc fragment of IgG, high affinity Ia, receptor (CD64)	1	1	CD64 | 	15453089,
FGB	3662	fibrinogen beta chain	2	1	FGB | 	18513389,
FGF1	3665	fibroblast growth factor 1 (acidic)	2	2	FGF-1 | aFGF | 	15210305,16624536,
FGF6	3684	fibroblast growth factor 6	1	1	FGF-6 | 	15210305,
FGFR1	3688	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	1	1	FGFR1 | 	16624536,
FIGF	3708	c-fos induced growth factor (vascular endothelial growth factor D)	12	1	VEGF-D | 	16104843,
FLT1	3763	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	37	1	Flt-1 | VEGFR-1 | 	16104843,
FLT4	3767	fms-related tyrosine kinase 4	16	1	Flt-4 | VEGFR-3 | 	16104843,
FMN1	3768	formin 1	1	1	FMN | 	10525172,
FMO1	3769	flavin containing monooxygenase 1	1	1	FMO1 | 	15210305,
FOS	3796	v-fos FBJ murine osteosarcoma viral oncogene homolog	9	7	AP-1 | Fos | 	16380619,16753239,16766086,17191135,17569578,18464922,18464925,
FXN	3951	frataxin	1	1	FRDA | 	17191135,
GAP43	4140	growth associated protein 43	1	1	GAP43 | 	15210305,
GAPDH	4141	glyceraldehyde-3-phosphate dehydrogenase	21	5	GAPDH | 	12417341,16436205,16510725,16877542,18598679,
GATA1	4170	GATA binding protein 1 (globin transcription factor 1)	2	1	GATA-1 | 	16647138,
GCG	4191	glucagon	2	1	GLP-1 | 	15681814,
GDNF	4232	glial cell derived neurotrophic factor	9	4	GDNF | 	11173059,17015226,17418957,17582695,
GFAP	4235	glial fibrillary acidic protein	74	19	GFAP- | GFAP-positive | GFAP-immunoreactive | 	12843244,14511332,15210305,15572176,15649489,15657392,16014720,16179515,16436205,16510725,16737688,16793728,16909005,17015226,17306794,18312546,18436268,18464922,18464925,
GJA1	4274	gap junction protein, alpha 1, 43kDa	1	1	Cx43 | 	15572176,
GLP1R	4324	glucagon-like peptide 1 receptor	1	1	GLP-1R | 	15681814,
GNB3	4400	guanine nucleotide binding protein (G protein), beta polypeptide 3	2	1	GNB3 | 	18513389,
GPR44	4502	G protein-coupled receptor 44	1	1	CRTH2 | 	17574754,
GRB2	4566	growth factor receptor-bound protein 2	1	1	Grb2 | 	16647138,
GRIA2	4572	glutamate receptor, ionotropic, AMPA 2	7	2	GluR2 | 	11173059,17015226,
GRIA3	4573	glutamate receptor, ionotrophic, AMPA 3	1	1	GluR3 | 	14556941,
GRIA4	4574	glutamate receptor, ionotrophic, AMPA 4	1	1	GluR4 | 	11173059,
GRIK1	4579	glutamate receptor, ionotropic, kainate 1	1	1	mGluR5 | 	16624536,
GSTP1	4638	glutathione S-transferase pi	1	1	GSTP1 | 	11173059,
GSTT1	4641	glutathione S-transferase theta 1	1	1	GSTT1 | 	11173059,
HARS2	4817	histidyl-tRNA synthetase 2, mitochondrial (putative)	3	1	HO-3 | 	17191135,
HBB	4827	hemoglobin, beta	1	1	hemoglobin | 	14642384,
HDAC9	14065	histone deacetylase 9	3	2	HDAC | HDACs | 	16766086,17569578,
HFE	4886	hemochromatosis	1	1	HFE | 	18513389,
HGF	4893	hepatocyte growth factor (hepapoietin A; scatter factor)	1	1	HGF | 	15668976,
HIF1A	4910	hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	16	2	HIF-1 | 	16104843,17582695,
HLA-A	4931	major histocompatibility complex, class I, A	17	10	MHC-restricted | 	2241118,2263315,8493864,14960605,15081582,15572176,16624536,16753239,17350694,18464925,
HMOX1	5013	heme oxygenase (decycling) 1	52	2	HO-1 | 	15341181,17191135,
HMOX2	5014	heme oxygenase (decycling) 2	10	1	HO-2 | 	17191135,
HOMER2	17513	homer homolog 2 (Drosophila)	1	1	ACPD | 	16647138,
HOPX	24961	HOP homeobox	2	1	HOP-1-positive | 	16014720,
HRAS	5173	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	1	1	HRAS | 	15210305,
HRASLS	14922	HRAS-like suppressor	2	1	H-REV107-like | 	15210305,
HSD17B7	5215	hydroxysteroid (17-beta) dehydrogenase 7	2	1	PRAP | 	18436268,
HSF1	5224	heat shock transcription factor 1	1	1	HSF-1 | 	17015226,
HSP90AA1	5253	heat shock protein 90kDa alpha (cytosolic), class A member 1	3	2	Hsp90 | 	17015226,17191135,
HSPA1A	5232	heat shock 70kDa protein 1A	45	5	HSPs | Hsp | HSP | HSP70 | Hsp70 | hsp72 | Hsp72 | 	15341181,16909005,17015226,17191135,17582695,
HSPA8	5241	heat shock 70kDa protein 8	2	1	Hsc70 | 	17191135,
HSPA9	5244	heat shock 70kDa protein 9 (mortalin)	1	1	GRP75 | 	17191135,
HSPB1	5246	heat shock 27kDa protein 1	5	1	Hsp25 | Hsp27 | 	17015226,
HSPB2	5247	heat shock 27kDa protein 2	2	1	Hsp27 | 	17191135,
HSPD1	5261	heat shock 60kDa protein 1 (chaperonin)	5	1	Hsp60 | 	17191135,
HSPE1	5269	heat shock 10kDa protein 1 (chaperonin 10)	1	1	Hsp10 | 	17191135,
IAPP	5329	islet amyloid polypeptide	1	1	IAP | 	16624536,
ICAM1	5344	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	2	2	CD54 | ICAM-1 | 	8493864,15081582,
IDE	5381	insulin-degrading enzyme	2	1	IDE | 	17569578,
IFI44	16938	interferon-induced protein 44	1	1	p44 | 	16104843,
IFNG	5438	interferon, gamma	48	14	IFN-G | IFN-gamma | 	14960605,15210305,15453089,15572176,15777251,16510725,16624536,16753239,17018025,17191135,18246426,18375019,18464925,18539342,
IFNGR1	5439	interferon gamma receptor 1	5	1	IFNGR | 	18375019,
IGF1	5464	insulin-like growth factor 1 (somatomedin C)	166	7	IGF-1 | IGF1-treated | Igf-1 | IGF1-mediated | 	11173059,15572176,15657392,16877542,17015226,17018025,17555556,
IL10	5962	interleukin 10	19	9	IL-10 | 	7836946,15081582,16510725,16647138,16753239,17018025,17569578,17582695,18040778,
IL13	5973	interleukin 13	4	2	IL-13 | 	15081582,16647138,
IL18	5986	interleukin 18 (interferon-gamma-inducing factor)	1	1	IL-18 | 	16510725,
IL1A	5991	interleukin 1, alpha	2	2	IL1alpha | IL1 | 	14739060,15210305,
IL1B	5992	interleukin 1, beta	82	17	IL-1 | IL-1B | IL-1beta | IL1beta | 	9562310,10525172,12124437,12843244,14511332,15210305,15453089,16510725,16624536,17018025,17555556,17582695,17597167,18040778,18414597,18464925,18751914,
IL1R1	5993	interleukin 1 receptor, type I	10	5	IL-1R | IL-1RA | IL1RA | Il-1ra | 	12124437,15210305,16510725,16624536,17597167,
IL1RAP	5995	interleukin 1 receptor accessory protein	4	2	IL-1RAcP | 	15210305,17597167,
IL1RN	6000	interleukin 1 receptor antagonist	19	1	IL-1ra | 	17597167,
IL2	6001	interleukin 2	8	6	mIL2 | IL-2 | IL2 | 	9562310,12124437,15081582,15210305,17569578,17853944,
IL23A	15488	interleukin 23, alpha subunit p19	1	1	IL-23 | 	18464925,
IL27	19157	interleukin 27	1	1	IL-27p28 | 	18464925,
IL2RA	6008	interleukin 2 receptor, alpha	1	1	CD25 | 	8493864,
IL3	6011	interleukin 3 (colony-stimulating factor, multiple)	3	3	IL3 | IL-3 | 	12124437,15210305,16624536,
IL4	6014	interleukin 4	129	8	IL4 | Il-4 | IL-4 | IL-4-mediated | IL-4-induced | 	12124437,15081582,15210305,16647138,16753239,17018025,17569578,18464925,
IL4R	6015	interleukin 4 receptor	7	1	IL-4R | 	17018025,
IL6	6018	interleukin 6 (interferon, beta 2)	148	22	IL-6 | IL6 | HGF | 	9562310,10525172,14511332,15081582,15453089,15572176,15777251,16104843,16380619,16436205,16510725,16624536,16647138,16753239,17018025,17555556,17569578,17582695,17597167,18040778,18246426,18464925,
IL7R	6024	interleukin 7 receptor	1	1	IL-RA | 	16510725,
IL8	6025	interleukin 8	5	4	CXCL8 | IL-8 | 	15081582,16624536,17018025,18040778,
IQGAP1	6110	IQ motif containing GTPase activating protein 1	1	1	IQGAP1 | 	16104843,
ISG20	6130	interferon stimulated exonuclease gene 20kDa	1	1	CD25 | 	16624536,
ITGAM	6149	integrin, alpha M (complement component 3 receptor 3 subunit)	24	10	CD11b | CD11B | MAC-1 | 	14511332,15210305,15571972,15649489,16014720,16120782,17015226,17306794,17853944,18436268,
ITGAX	6152	integrin, alpha X (complement component 3 receptor 4 subunit)	6	1	CD11c | CD11c-positive | 	16737688,
ITGB2	6155	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	4	1	CD18 | 	16014720,
ITGB3	6156	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	1	1	ITGB3 | 	18513389,
JAK1	6190	Janus kinase 1 (a protein tyrosine kinase)	2	2	JAK1 | 	16753239,18464925,
JAK2	6192	Janus kinase 2 (a protein tyrosine kinase)	4	2	JAK2 | 	16753239,18464925,
JUN	6204	jun oncogene	6	3	AP-1 | c-jun | c-Jun | 	15081582,15210305,17191135,
JUND	6206	jun D proto-oncogene	3	1	AP-1 | JunD | 	16104843,
KDR	6307	kinase insert domain receptor (a type III receptor tyrosine kinase)	73	1	VEGFR-1-blocking | KDR | VEGFR-2 | Flk-1 | VEGFR-associated | VEGFRs | 	16104843,
KEAP1	23177	kelch-like ECH-associated protein 1	2	1	Keap1 | 	17191135,
KIF21A	19349	kinesin family member 21A	1	1	KIF21A | 	17015226,
KIF3C	6321	kinesin family member 3C	1	1	KIF3C | 	15210305,
KIF5A	6323	kinesin family member 5A	1	1	KIF5A | 	17015226,
LAMC2	6493	laminin, gamma 2	1	1	CSFs | 	16624536,
LDHB	6541	lactate dehydrogenase B	1	1	LDHB | 	18464922,
LDLR	6547	low density lipoprotein receptor (familial hypercholesterolemia)	3	2	LDL-r | LDLR | 	15210305,18513389,
LGALS3	6563	lectin, galactoside-binding, soluble, 3	1	1	MAC-2 | 	15571972,
