#DescID	MeSH	CorpusSize	t+	t-	b+	b-	WholeSize	t-Ratio	b-Ratio	t-ratio/b-ratio	P-value
22547	Models, Neurological	168	4	164	26507	17734150	17760657	0.02	0.00	16.0	1.307e-04
9540	Nitric Oxide	168	5	163	51344	17709313	17760657	0.03	0.00	10.3	1.435e-04
16595	Toll-Like Receptor 2	168	2	166	1880	17758777	17760657	0.01	0.00	112.5	1.556e-04
17572	Excitatory Amino Acid Antagonists	168	3	165	10680	17749977	17760657	0.02	0.00	29.7	1.568e-04
7102	Myasthenia Gravis	168	3	165	11001	17749656	17760657	0.02	0.00	28.8	1.710e-04
17509	Cyclooxygenase Inhibitors	168	3	165	12497	17748160	17760657	0.02	0.00	25.4	2.480e-04
1888	Mice, Neurologic Mutants	168	2	166	3331	17757326	17760657	0.01	0.00	63.5	4.837e-04
8111	Parasystole	168	1	167	54	17760603	17760657	0.01	0.00	1957.7	5.201e-04
7605	Peripheral Nervous System Diseases	168	3	165	16296	17744361	17760657	0.02	0.00	19.5	5.356e-04
17011	RNA, Messenger	168	9	159	241499	17519158	17760657	0.05	0.01	3.9	5.415e-04
11056	Cannabinoids	168	2	166	3544	17757113	17760657	0.01	0.00	59.7	5.468e-04
18606	Drug Delivery Systems	168	3	165	16877	17743780	17760657	0.02	0.00	18.8	5.926e-04
7627	Neuritis	168	2	166	3878	17756779	17760657	0.01	0.00	54.5	6.533e-04
15874	Cerebrospinal Fluid Proteins	168	2	166	3878	17756779	17760657	0.01	0.00	54.5	6.533e-04
10622	Thalidomide	168	2	166	4219	17756438	17760657	0.01	0.00	50.1	7.716e-04
1282	Macrophages	168	5	163	75643	17685014	17760657	0.03	0.00	7.0	8.286e-04
21344	Cell Communication	168	3	165	19011	17741646	17760657	0.02	0.00	16.7	8.345e-04
14538	Lipopolysaccharides	168	4	164	43766	17716891	17760657	0.02	0.00	9.7	8.563e-04
19669	Reverse Transcriptase Polymerase Chain Reaction	168	5	163	77683	17682974	17760657	0.03	0.00	6.8	9.321e-04
14730	Dinoprostone	168	3	165	20602	17740055	17760657	0.02	0.00	15.4	1.050e-03
14988	Chemokine CCL2	168	2	166	4975	17755682	17760657	0.01	0.00	42.5	1.068e-03
13893	NADPH Oxidase	168	2	166	4980	17755677	17760657	0.01	0.00	42.5	1.070e-03
17372	Biological Markers	168	5	163	80764	17679893	17760657	0.03	0.00	6.5	1.106e-03
21399	Cell Migration Inhibition	168	2	166	5205	17755452	17760657	0.01	0.00	40.6	1.167e-03
1047	T-Lymphocytes	168	6	162	122168	17638489	17760657	0.04	0.01	5.2	1.171e-03
11533	Thiazolidinediones	168	2	166	5228	17755429	17760657	0.01	0.00	40.4	1.177e-03
15143	Insulin-Like Growth Factor I	168	3	165	21911	17738746	17760657	0.02	0.00	14.5	1.252e-03
6542	Myositis	168	2	166	5730	17754927	17760657	0.01	0.00	36.9	1.410e-03
15352	Amyloid beta-Protein Precursor	168	2	166	5764	17754893	17760657	0.01	0.00	36.7	1.426e-03
12810	Collagen Type XI	168	1	167	158	17760499	17760657	0.01	0.00	669.1	1.503e-03
16132	Membrane Glycoproteins	168	4	164	51135	17709522	17760657	0.02	0.00	8.3	1.512e-03
16685	Metallothionein	168	2	166	6416	17754241	17760657	0.01	0.00	33.0	1.760e-03
14724	Prostaglandins	168	3	165	24815	17735842	17760657	0.02	0.00	12.8	1.783e-03
22205	Mutation	168	8	160	233839	17526818	17760657	0.05	0.01	3.6	1.870e-03
15798	Glucose Transport Proteins, Facilitative	168	1	167	219	17760438	17760657	0.01	0.00	482.7	2.079e-03
16006	PAX7 Transcription Factor	168	1	167	224	17760433	17760657	0.01	0.00	472.0	2.126e-03
7284	Stroke	168	3	165	26850	17733807	17760657	0.02	0.00	11.8	2.227e-03
17851	Oxidants	168	2	166	7287	17753370	17760657	0.01	0.00	29.0	2.258e-03
17	Lumbosacral Region	168	2	166	7645	17753012	17760657	0.01	0.00	27.7	2.480e-03
7541	Neurogenic Inflammation	168	1	167	288	17760369	17760657	0.01	0.00	367.1	2.730e-03
878	Spinal Nerve Roots	168	2	166	8126	17752531	17760657	0.01	0.00	26.0	2.793e-03
19665	Nuclease Protection Assays	168	1	167	327	17760330	17760657	0.01	0.00	323.3	3.098e-03
21462	Macrophage Activation	168	2	166	8716	17751941	17760657	0.01	0.00	24.3	3.201e-03
15565	Oligoclonal Bands	168	1	167	353	17760304	17760657	0.01	0.00	299.5	3.343e-03
7377	Spinal Cord Diseases	168	2	166	8930	17751727	17760657	0.01	0.00	23.7	3.356e-03
16581	Tumor Necrosis Factor Decoy Receptors	168	1	167	357	17760300	17760657	0.01	0.00	296.1	3.381e-03
1576	Animals, Genetically Modified	168	2	166	9477	17751180	17760657	0.01	0.00	22.3	3.767e-03
1313	Satellite Cells, Skeletal Muscle	168	1	167	403	17760254	17760657	0.01	0.00	262.3	3.814e-03
21845	Longevity	168	2	166	9887	17750770	17760657	0.01	0.00	21.4	4.090e-03
16729	Agrin	168	1	167	474	17760183	17760657	0.01	0.00	223.0	4.483e-03
16565	Receptors, Tumor Necrosis Factor	168	2	166	10621	17750036	17760657	0.01	0.00	19.9	4.698e-03
13522	Caspase 3	168	2	166	11123	17749534	17760657	0.01	0.00	19.0	5.136e-03
775	Axons	168	3	165	36509	17724148	17760657	0.02	0.00	8.7	5.239e-03
7201	Refsum Disease	168	1	167	565	17760092	17760657	0.01	0.00	187.1	5.340e-03
15165	Fas-Associated Death Domain Protein	168	1	167	613	17760044	17760657	0.01	0.00	172.5	5.791e-03
17672	Anti-Inflammatory Agents, Non-Steroidal	168	3	165	38640	17722017	17760657	0.02	0.00	8.2	6.121e-03
7099	Multiple Sclerosis, Chronic Progressive	168	1	167	712	17759945	17760657	0.01	0.00	148.5	6.722e-03
17291	Antigens, CD	168	3	165	40180	17720477	17760657	0.02	0.00	7.9	6.810e-03
5575	Eye Infections, Parasitic	168	1	167	762	17759895	17760657	0.01	0.00	138.7	7.191e-03
5388	Poliomyelitis	168	2	166	13281	17747376	17760657	0.01	0.00	15.9	7.225e-03
5245	Toxoplasmosis, Cerebral	168	1	167	867	17759790	17760657	0.01	0.00	121.9	8.177e-03
5336	Meningitis, Cryptococcal	168	1	167	897	17759760	17760657	0.01	0.00	117.9	8.458e-03
16411	Receptors, Glucagon	168	1	167	917	17759740	17760657	0.01	0.00	115.3	8.646e-03
15071	Tumor Necrosis Factors	168	1	167	987	17759670	17760657	0.01	0.00	107.1	9.302e-03
15277	Carnosine	168	1	167	1003	17759654	17760657	0.01	0.00	105.4	9.452e-03
18361	Blotting, Western	168	4	164	86974	17673683	17760657	0.02	0.00	4.9	9.761e-03
16525	Receptors, Interleukin-4	168	1	167	1070	17759587	17760657	0.01	0.00	98.8	1.008e-02
10876	Dinitrofluorobenzene	168	1	167	1090	17759567	17760657	0.01	0.00	97.0	1.027e-02
15128	Ciliary Neurotrophic Factor	168	1	167	1188	17759469	17760657	0.01	0.00	89.0	1.118e-02
7397	Facial Nerve Injuries	168	1	167	1190	17759467	17760657	0.01	0.00	88.8	1.120e-02
12031	Quinolinic Acid	168	1	167	1193	17759464	17760657	0.01	0.00	88.6	1.123e-02
7459	Neuronal Ceroid-Lipofuscinoses	168	1	167	1234	17759423	17760657	0.01	0.00	85.7	1.161e-02
12201	Flavanones	168	1	167	1258	17759399	17760657	0.01	0.00	84.0	1.184e-02
822	Neuromuscular Junction	168	2	166	17268	17743389	17760657	0.01	0.00	12.2	1.192e-02
9294	Hypochlorous Acid	168	1	167	1269	17759388	17760657	0.01	0.00	83.3	1.194e-02
5387	Paraparesis, Tropical Spastic	168	1	167	1283	17759374	17760657	0.01	0.00	82.4	1.207e-02
14964	Vascular Endothelial Growth Factor A	168	2	166	17404	17743253	17760657	0.01	0.00	12.1	1.210e-02
6511	Muscular Diseases	168	2	166	17424	17743233	17760657	0.01	0.00	12.1	1.212e-02
12448	Tacrine	168	1	167	1295	17759362	17760657	0.01	0.00	81.6	1.218e-02
15063	Monokines	168	1	167	1300	17759357	17760657	0.01	0.00	81.3	1.223e-02
18683	Caloric Restriction	168	1	167	1313	17759344	17760657	0.01	0.00	80.5	1.235e-02
16579	Receptors, Tumor Necrosis Factor, Type II	168	1	167	1327	17759330	17760657	0.01	0.00	79.7	1.248e-02
21488	Immunity, Natural	168	2	166	17723	17742934	17760657	0.01	0.00	11.9	1.252e-02
8758	Mitochondrial Diseases	168	1	167	1338	17759319	17760657	0.01	0.00	79.0	1.259e-02
21844	Aging	168	5	163	145249	17615408	17760657	0.03	0.01	3.6	1.285e-02
16269	Membrane Proteins	168	4	164	95217	17665440	17760657	0.02	0.01	4.4	1.321e-02
6546	Polymyositis	168	1	167	1413	17759244	17760657	0.01	0.00	74.8	1.329e-02
16182	Myelin-Associated Glycoprotein	168	1	167	1455	17759202	17760657	0.01	0.00	72.7	1.368e-02
22154	Dose-Response Relationship, Drug	168	7	161	265812	17494845	17760657	0.04	0.01	2.8	1.385e-02
16359	Receptors, Prostaglandin E	168	1	167	1508	17759149	17760657	0.01	0.00	70.1	1.417e-02
18472	Immunotherapy, Active	168	1	167	1714	17758943	17760657	0.01	0.00	61.7	1.609e-02
7379	Muscular Atrophy, Spinal	168	1	167	1742	17758915	17760657	0.01	0.00	60.7	1.635e-02
16297	Streptolysins	168	1	167	1788	17758869	17760657	0.01	0.00	59.1	1.678e-02
12302	Neopterin	168	1	167	1802	17758855	17760657	0.01	0.00	58.7	1.691e-02
1292	Mast Cells	168	2	166	20839	17739818	17760657	0.01	0.00	10.1	1.698e-02
17549	Neurotransmitter Agents	168	2	166	20912	17739745	17760657	0.01	0.00	10.1	1.709e-02
16299	Presenilin-1	168	1	167	1822	17758835	17760657	0.01	0.00	58.0	1.710e-02
14925	Kynurenine	168	1	167	1830	17758827	17760657	0.01	0.00	57.8	1.717e-02
7632	Polyradiculopathy	168	1	167	1871	17758786	17760657	0.01	0.00	56.5	1.755e-02
15309	Glutathione Disulfide	168	1	167	1917	17758740	17760657	0.01	0.00	55.1	1.798e-02
22155	Drug Design	168	2	166	21608	17739049	17760657	0.01	0.00	9.8	1.817e-02
15137	Pituitary Adenylate Cyclase-Activating Polypeptide	168	1	167	1988	17758669	17760657	0.01	0.00	53.2	1.864e-02
7435	Charcot-Marie-Tooth Disease	168	1	167	2018	17758639	17760657	0.01	0.00	52.4	1.892e-02
22152	Cytoprotection	168	1	167	2033	17758624	17760657	0.01	0.00	52.0	1.906e-02
7243	Vertebrobasilar Insufficiency	168	1	167	2041	17758616	17760657	0.01	0.00	51.8	1.913e-02
11867	Metalloporphyrins	168	1	167	2077	17758580	17760657	0.01	0.00	50.9	1.947e-02
17761	Nootropic Agents	168	1	167	2091	17758566	17760657	0.01	0.00	50.6	1.960e-02
21410	Cell Shape	168	1	167	2111	17758546	17760657	0.01	0.00	50.1	1.978e-02
16019	NF-kappa B	168	2	166	22757	17737900	17760657	0.01	0.00	9.3	2.001e-02
16375	Receptors, Cannabinoid	168	1	167	2149	17758508	17760657	0.01	0.00	49.2	2.013e-02
16793	Protein Hydrolysates	168	1	167	2168	17758489	17760657	0.01	0.00	48.8	2.031e-02
15006	Hematopoietic Cell Growth Factors	168	1	167	2206	17758451	17760657	0.01	0.00	47.9	2.066e-02
16352	Receptors, Tumor Necrosis Factor, Type I	168	1	167	2209	17758448	17760657	0.01	0.00	47.9	2.069e-02
14449	Receptors, Vascular Endothelial Growth Factor	168	1	167	2218	17758439	17760657	0.01	0.00	47.7	2.077e-02
8092	Arrhythmia, Sinus	168	1	167	2318	17758339	17760657	0.01	0.00	45.6	2.170e-02
14728	Prostaglandin D2	168	1	167	2388	17758269	17760657	0.01	0.00	44.3	2.235e-02
16357	Receptors, Prostaglandin	168	1	167	2421	17758236	17760657	0.01	0.00	43.7	2.265e-02
7362	Scrapie	168	1	167	2445	17758212	17760657	0.01	0.00	43.2	2.287e-02
11997	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	168	1	167	2513	17758144	17760657	0.01	0.00	42.1	2.350e-02
7232	Brain Ischemia	168	2	166	25028	17735629	17760657	0.01	0.00	8.4	2.387e-02
12822	Desmin	168	1	167	2574	17758083	17760657	0.01	0.00	41.1	2.406e-02
11786	Hydantoins	168	1	167	2576	17758081	17760657	0.01	0.00	41.0	2.408e-02
14978	Chemokine CCL5	168	1	167	2623	17758034	17760657	0.01	0.00	40.3	2.452e-02
17344	HLA Antigens	168	2	166	25475	17735182	17760657	0.01	0.00	8.3	2.466e-02
7388	Syringomyelia	168	1	167	2652	17758005	17760657	0.01	0.00	39.9	2.478e-02
15013	Erythropoietin, Recombinant	168	1	167	2667	17757990	17760657	0.01	0.00	39.6	2.492e-02
5545	AIDS Dementia Complex	168	1	167	2674	17757983	17760657	0.01	0.00	39.5	2.499e-02
22952	Survival	168	1	167	2725	17757932	17760657	0.01	0.00	38.8	2.546e-02
19561	Kaplan-Meiers Estimate	168	1	167	2737	17757920	17760657	0.01	0.00	38.6	2.557e-02
14714	Eicosanoids	168	1	167	2739	17757918	17760657	0.01	0.00	38.6	2.559e-02
1901	Rats, Sprague-Dawley	168	5	163	174228	17586429	17760657	0.03	0.01	3.0	2.574e-02
6227	Brain Neoplasms	168	3	165	66509	17694148	17760657	0.02	0.00	4.8	2.582e-02
19612	Drug Evaluation, Preclinical	168	2	166	26253	17734404	17760657	0.01	0.00	8.1	2.607e-02
16885	Thioredoxins	168	1	167	2797	17757860	17760657	0.01	0.00	37.8	2.612e-02
6226	Central Nervous System Neoplasms	168	1	167	2799	17757858	17760657	0.01	0.00	37.8	2.614e-02
3191	Defective Viruses	168	1	167	2809	17757848	17760657	0.01	0.00	37.6	2.623e-02
19293	Protein Array Analysis	168	1	167	2840	17757817	17760657	0.01	0.00	37.2	2.652e-02
7287	Dementia	168	2	166	26559	17734098	17760657	0.01	0.00	8.0	2.663e-02
1249	Mitochondria	168	3	165	67391	17693266	17760657	0.02	0.00	4.7	2.670e-02
13818	Cyclooxygenase 1	168	1	167	2861	17757796	17760657	0.01	0.00	37.0	2.671e-02
15246	Guanine Nucleotide Exchange Factors	168	1	167	2870	17757787	17760657	0.01	0.00	36.8	2.679e-02
1334	Mesenchymal Stem Cells	168	1	167	2995	17757662	17760657	0.01	0.00	35.3	2.794e-02
22126	Blinking	168	1	167	3001	17757656	17760657	0.01	0.00	35.2	2.800e-02
18462	Gene Therapy	168	2	166	27431	17733226	17760657	0.01	0.00	7.7	2.826e-02
7146	Parkinsonian Disorders	168	1	167	3030	17757627	17760657	0.01	0.00	34.9	2.827e-02
22215	Polymorphism, Genetic	168	3	165	68974	17691683	17760657	0.02	0.00	4.6	2.832e-02
7473	Hyperkinesis	168	1	167	3080	17757577	17760657	0.01	0.00	34.3	2.873e-02
10409	Thiocarbamates	168	1	167	3108	17757549	17760657	0.01	0.00	34.0	2.898e-02
14019	Lipoxygenase	168	1	167	3167	17757490	17760657	0.01	0.00	33.4	2.952e-02
14068	Integrases	168	1	167	3211	17757446	17760657	0.01	0.00	32.9	2.993e-02
5350	Virus Diseases	168	2	166	28335	17732322	17760657	0.01	0.00	7.5	2.998e-02
14039	Heme Oxygenase (Decyclizing)	168	1	167	3226	17757431	17760657	0.01	0.00	32.8	3.007e-02
17306	Antigens, Differentiation, Myelomonocytic	168	1	167	3248	17757409	17760657	0.01	0.00	32.5	3.027e-02
15040	Interleukin-6	168	2	166	28565	17732092	17760657	0.01	0.00	7.4	3.043e-02
875	Peroneal Nerve	168	1	167	3289	17757368	17760657	0.01	0.00	32.1	3.064e-02
8369	Paraproteinemias	168	1	167	3321	17757336	17760657	0.01	0.00	31.8	3.094e-02
21961	Sex Characteristics	168	2	166	29172	17731485	17760657	0.01	0.00	7.2	3.162e-02
21558	Enzyme Induction	168	2	166	29253	17731404	17760657	0.01	0.00	7.2	3.178e-02
13377	Calcineurin	168	1	167	3479	17757178	17760657	0.01	0.00	30.4	3.238e-02
130	Respiratory Muscles	168	1	167	3538	17757119	17760657	0.01	0.00	29.9	3.292e-02
20596	Psychomotor Performance	168	2	166	30047	17730610	17760657	0.01	0.00	7.0	3.337e-02
19386	Tissue Fixation	168	1	167	3589	17757068	17760657	0.01	0.00	29.5	3.339e-02
14101	Transglutaminases	168	1	167	3595	17757062	17760657	0.01	0.00	29.4	3.345e-02
12866	Myosin Heavy Chains	168	1	167	3624	17757033	17760657	0.01	0.00	29.2	3.371e-02
17942	Microscopy, Video	168	1	167	3630	17757027	17760657	0.01	0.00	29.1	3.377e-02
16568	Antigens, CD40	168	1	167	3650	17757007	17760657	0.01	0.00	29.0	3.395e-02
185	Scapula	168	1	167	3654	17757003	17760657	0.01	0.00	28.9	3.399e-02
11969	Pyridazines	168	1	167	3789	17756868	17760657	0.01	0.00	27.9	3.522e-02
11751	Azepines	168	1	167	3986	17756671	17760657	0.01	0.00	26.5	3.702e-02
15034	Interleukin-1	168	2	166	31926	17728731	17760657	0.01	0.00	6.6	3.724e-02
21623	Molecular Structure	168	3	165	77946	17682711	17760657	0.02	0.00	4.1	3.848e-02
14900	Tyrosine	168	2	166	33060	17727597	17760657	0.01	0.00	6.4	3.966e-02
9111	Postmortem Changes	168	1	167	4486	17756171	17760657	0.01	0.00	23.6	4.156e-02
16593	Toll-Like Receptors	168	1	167	4501	17756156	17760657	0.01	0.00	23.5	4.170e-02
20868	Pharmacogenetics	168	1	167	4503	17756154	17760657	0.01	0.00	23.5	4.171e-02
11103	Triterpenes	168	1	167	4564	17756093	17760657	0.01	0.00	23.2	4.227e-02
1068	Cells, Cultured	168	7	161	337633	17423024	17760657	0.04	0.02	2.2	4.262e-02
15308	Glutathione	168	2	166	34475	17726182	17760657	0.01	0.00	6.1	4.276e-02
19277	Electrophoretic Mobility Shift Assay	168	1	167	4779	17755878	17760657	0.01	0.00	22.1	4.421e-02
19530	Discriminant Analysis	168	1	167	4784	17755873	17760657	0.01	0.00	22.1	4.426e-02
7711	Retinitis Pigmentosa	168	1	167	4793	17755864	17760657	0.01	0.00	22.1	4.434e-02
17510	Cyclooxygenase 2 Inhibitors	168	1	167	4845	17755812	17760657	0.01	0.00	21.8	4.481e-02
19558	Statistics, Nonparametric	168	2	166	35426	17725231	17760657	0.01	0.00	6.0	4.489e-02
8881	Bites and Stings	168	1	167	5066	17755591	17760657	0.01	0.00	20.9	4.681e-02
19922	Endoscopes	168	1	167	5093	17755564	17760657	0.01	0.00	20.8	4.705e-02
15127	Brain-Derived Neurotrophic Factor	168	1	167	5101	17755556	17760657	0.01	0.00	20.7	4.712e-02
9118	Syndrome	168	3	165	84811	17675846	17760657	0.02	0.00	3.7	4.733e-02
15078	Fas Ligand Protein	168	1	167	5155	17755502	17760657	0.01	0.00	20.5	4.761e-02
6411	Osteochondritis	168	1	167	5279	17755378	17760657	0.01	0.00	20.0	4.872e-02
23529	Child, Preschool	168	1	167	596647	17164010	17760657	0.01	0.03	0.2	4.923e-02
16617	Receptors, Glutamate	168	1	167	5340	17755317	17760657	0.01	0.00	19.8	4.927e-02
12821	Intermediate Filament Proteins	168	1	167	5390	17755267	17760657	0.01	0.00	19.6	4.972e-02
17505	Enzyme Inhibitors	168	3	165	87140	17673517	17760657	0.02	0.00	3.6	5.055e-02
23528	Child	168	4	164	1087153	16673504	17760657	0.02	0.06	0.4	5.057e-02
23523	Adult	168	19	149	3034578	14726079	17760657	0.11	0.17	0.7	5.079e-02
13729	Ubiquitin-Protein Ligases	168	1	167	5511	17755146	17760657	0.01	0.00	19.2	5.081e-02
15017	Interleukin-3	168	1	167	5665	17754992	17760657	0.01	0.00	18.7	5.219e-02
655	Prosencephalon	168	1	167	5669	17754988	17760657	0.01	0.00	18.6	5.223e-02
