#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0051091	positive regulation of transcription factor activity	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0043388	positive regulation of DNA binding	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0051099	positive regulation of binding	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0007405	neuroblast proliferation	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0002274	myeloid leukocyte activation	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0042632	cholesterol homeostasis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0055092	sterol homeostasis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0055088	lipid homeostasis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0006641	triacylglycerol metabolic process	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0030593	neutrophil chemotaxis	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0008652	amino acid biosynthetic process	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0030518	steroid hormone receptor signaling pathway	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0016331	morphogenesis of embryonic epithelium	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0006693	prostaglandin metabolic process	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0006692	prostanoid metabolic process	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0046466	membrane lipid catabolic process	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0046631	alpha\-beta T cell activation	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0015698	inorganic anion transport	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0007530	sex determination	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0042092	T\-helper 2 type immune response	399	3	396	6	549	555	7.419e-01	0.01	0.01	0.7
GO:0044262	cellular carbohydrate metabolic process	399	18	381	22	533	555	7.440e-01	0.05	0.04	1.1
GO:0016192	vesicle\-mediated transport	399	16	383	25	530	555	7.489e-01	0.04	0.05	0.9
GO:0002682	regulation of immune system process	399	16	383	26	529	555	7.494e-01	0.04	0.05	0.9
GO:0045104	intermediate filament cytoskeleton organization and biogenesis	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0045103	intermediate filament\-based process	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0048730	epidermis morphogenesis	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0001942	hair follicle development	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0022405	hair cycle process	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0042633	hair cycle	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0042303	molting cycle	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0022404	molting cycle process	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0031646	positive regulation of neurological system process	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0051048	negative regulation of secretion	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0016567	protein ubiquitination	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0032446	protein modification by small protein conjugation	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0048167	regulation of synaptic plasticity	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0044403	symbiosis\, encompassing mutualism through parasitism	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0044419	interspecies interaction between organisms	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0051651	maintenance of cellular localization	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0051493	regulation of cytoskeleton organization and biogenesis	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0046777	protein amino acid autophosphorylation	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0016540	protein autoprocessing	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0006984	ER\-nuclear signaling pathway	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0007292	female gamete generation	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0006836	neurotransmitter transport	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0042446	hormone biosynthetic process	399	5	394	5	550	555	7.496e-01	0.01	0.01	1.4
GO:0051649	establishment of cellular localization	399	44	355	65	490	555	7.582e-01	0.11	0.12	0.9
GO:0048666	neuron development	399	18	381	28	527	555	7.608e-01	0.05	0.05	0.9
GO:0001816	cytokine production	399	19	380	30	525	555	7.666e-01	0.05	0.05	0.9
GO:0030030	cell projection organization and biogenesis	399	19	380	30	525	555	7.666e-01	0.05	0.05	0.9
GO:0048858	cell projection morphogenesis	399	19	380	30	525	555	7.666e-01	0.05	0.05	0.9
GO:0032990	cell part morphogenesis	399	19	380	30	525	555	7.666e-01	0.05	0.05	0.9
GO:0016043	cellular component organization and biogenesis	399	107	292	154	401	555	7.688e-01	0.27	0.28	1.0
GO:0042742	defense response to bacterium	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0030522	intracellular receptor\-mediated signaling pathway	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0022613	ribonucleoprotein complex biogenesis and assembly	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0045596	negative regulation of cell differentiation	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0001654	eye development	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0009190	cyclic nucleotide biosynthetic process	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0009063	amino acid catabolic process	399	4	395	7	548	555	7.695e-01	0.01	0.01	0.8
GO:0001819	positive regulation of cytokine production	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0006694	steroid biosynthetic process	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0019079	viral genome replication	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0019058	viral infectious cycle	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0006662	glycerol ether metabolic process	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0006816	calcium ion transport	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0043623	cellular protein complex assembly	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0050731	positive regulation of peptidyl\-tyrosine phosphorylation	399	4	395	8	547	555	7.700e-01	0.01	0.01	0.7
GO:0051234	establishment of localization	399	119	280	160	395	555	7.730e-01	0.30	0.29	1.0
GO:0009889	regulation of biosynthetic process	399	21	378	32	523	555	7.762e-01	0.05	0.06	0.9
GO:0002377	immunoglobulin production	399	6	393	7	548	555	7.825e-01	0.02	0.01	1.2
GO:0048659	smooth muscle cell proliferation	399	6	393	7	548	555	7.825e-01	0.02	0.01	1.2
GO:0045184	establishment of protein localization	399	25	374	32	523	555	7.827e-01	0.06	0.06	1.1
GO:0009057	macromolecule catabolic process	399	26	373	33	522	555	7.856e-01	0.07	0.06	1.1
GO:0007399	nervous system development	399	61	338	89	466	555	7.872e-01	0.15	0.16	1.0
GO:0008366	axon ensheathment	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0007272	ensheathment of neurons	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0007254	JNK cascade	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0031098	stress\-activated protein kinase signaling pathway	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0030324	lung development	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0030323	respiratory tube development	399	5	394	9	546	555	7.875e-01	0.01	0.02	0.8
GO:0006066	alcohol metabolic process	399	27	372	35	520	555	7.912e-01	0.07	0.06	1.1
GO:0051246	regulation of protein metabolic process	399	25	374	38	517	555	7.921e-01	0.06	0.07	0.9
GO:0002440	production of molecular mediator of immune response	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0050714	positive regulation of protein secretion	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0042309	homoiothermy	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0050826	response to freezing	399	7	392	8	547	555	7.939e-01	0.02	0.01	1.2
GO:0065003	macromolecular complex assembly	399	26	373	39	516	555	7.957e-01	0.07	0.07	0.9
GO:0006873	cellular ion homeostasis	399	29	370	37	518	555	7.961e-01	0.07	0.07	1.1
GO:0050801	ion homeostasis	399	29	370	37	518	555	7.961e-01	0.07	0.07	1.1
GO:0043284	biopolymer biosynthetic process	399	72	327	104	451	555	8.002e-01	0.18	0.19	1.0
GO:0050900	leukocyte migration	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0002573	myeloid leukocyte differentiation	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0033002	muscle cell proliferation	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0007519	skeletal muscle development	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0032269	negative regulation of cellular protein metabolic process	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0050870	positive regulation of T cell activation	399	6	393	10	545	555	8.029e-01	0.02	0.02	0.8
GO:0019219	regulation of nucleobase\, nucleoside\, nucleotide and nucleic acid metabolic process	399	78	321	105	450	555	8.032e-01	0.20	0.19	1.0
GO:0008406	gonad development	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0048608	reproductive structure development	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0050708	regulation of protein secretion	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0006511	ubiquitin\-dependent protein catabolic process	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0019941	modification\-dependent protein catabolic process	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0043632	modification\-dependent macromolecule catabolic process	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0051301	cell division	399	8	391	9	546	555	8.049e-01	0.02	0.02	1.2
GO:0022008	neurogenesis	399	30	369	45	510	555	8.077e-01	0.08	0.08	0.9
GO:0035264	multicellular organism growth	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0050880	regulation of blood vessel size	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0035150	regulation of tube size	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0031328	positive regulation of cellular biosynthetic process	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0051603	proteolysis involved in cellular protein catabolic process	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0044257	cellular protein catabolic process	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0051259	protein oligomerization	399	8	391	10	545	555	8.143e-01	0.02	0.02	1.1
GO:0030217	T cell differentiation	399	7	392	12	543	555	8.153e-01	0.02	0.02	0.8
GO:0045165	cell fate commitment	399	7	392	12	543	555	8.153e-01	0.02	0.02	0.8
GO:0051248	negative regulation of protein metabolic process	399	7	392	12	543	555	8.153e-01	0.02	0.02	0.8
GO:0019752	carboxylic acid metabolic process	399	34	365	51	504	555	8.179e-01	0.09	0.09	0.9
GO:0006082	organic acid metabolic process	399	34	365	51	504	555	8.179e-01	0.09	0.09	0.9
GO:0051051	negative regulation of transport	399	9	390	11	544	555	8.209e-01	0.02	0.02	1.1
GO:0050767	regulation of neurogenesis	399	8	391	13	542	555	8.251e-01	0.02	0.02	0.9
GO:0001701	in utero embryonic development	399	8	391	13	542	555	8.251e-01	0.02	0.02	0.9
GO:0006644	phospholipid metabolic process	399	8	391	13	542	555	8.251e-01	0.02	0.02	0.9
GO:0007605	sensory perception of sound	399	10	389	12	543	555	8.277e-01	0.03	0.02	1.2
GO:0050954	sensory perception of mechanical stimulus	399	10	389	12	543	555	8.277e-01	0.03	0.02	1.2
GO:0006725	aromatic compound metabolic process	399	10	389	12	543	555	8.277e-01	0.03	0.02	1.2
GO:0050863	regulation of T cell activation	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0046651	lymphocyte proliferation	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0032943	mononuclear cell proliferation	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0030099	myeloid cell differentiation	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0001558	regulation of cell growth	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0030705	cytoskeleton\-dependent intracellular transport	399	9	390	14	541	555	8.342e-01	0.02	0.03	0.9
GO:0031326	regulation of cellular biosynthetic process	399	9	390	15	540	555	8.345e-01	0.02	0.03	0.8
GO:0045937	positive regulation of phosphate metabolic process	399	9	390	15	540	555	8.345e-01	0.02	0.03	0.8
GO:0010562	positive regulation of phosphorus metabolic process	399	9	390	15	540	555	8.345e-01	0.02	0.03	0.8
GO:0019538	protein metabolic process	399	134	265	191	364	555	8.355e-01	0.34	0.34	1.0
GO:0043405	regulation of MAP kinase activity	399	11	388	14	541	555	8.396e-01	0.03	0.03	1.1
GO:0015672	monovalent inorganic cation transport	399	11	388	14	541	555	8.396e-01	0.03	0.03	1.1
GO:0042113	B cell activation	399	11	388	14	541	555	8.396e-01	0.03	0.03	1.1
GO:0006605	protein targeting	399	10	389	16	539	555	8.412e-01	0.03	0.03	0.9
GO:0031401	positive regulation of protein modification process	399	10	389	16	539	555	8.412e-01	0.03	0.03	0.9
GO:0032101	regulation of response to external stimulus	399	10	389	16	539	555	8.412e-01	0.03	0.03	0.9
GO:0006325	establishment and/or maintenance of chromatin architecture	399	12	387	15	540	555	8.441e-01	0.03	0.03	1.1
GO:0007017	microtubule\-based process	399	11	388	17	538	555	8.477e-01	0.03	0.03	0.9
GO:0006643	membrane lipid metabolic process	399	11	388	17	538	555	8.477e-01	0.03	0.03	0.9
GO:0035239	tube morphogenesis	399	13	386	16	539	555	8.488e-01	0.03	0.03	1.1
GO:0002694	regulation of leukocyte activation	399	13	386	17	538	555	8.534e-01	0.03	0.03	1.1
GO:0051046	regulation of secretion	399	13	386	17	538	555	8.534e-01	0.03	0.03	1.1
GO:0007409	axonogenesis	399	12	387	19	536	555	8.536e-01	0.03	0.03	0.9
GO:0050865	regulation of cell activation	399	14	385	18	537	555	8.566e-01	0.04	0.03	1.1
GO:0044265	cellular macromolecule catabolic process	399	13	386	20	535	555	8.585e-01	0.03	0.04	0.9
GO:0042110	T cell activation	399	14	385	22	533	555	8.635e-01	0.04	0.04	0.9
GO:0048812	neurite morphogenesis	399	14	385	22	533	555	8.635e-01	0.04	0.04	0.9
GO:0048667	neuron morphogenesis during differentiation	399	14	385	22	533	555	8.635e-01	0.04	0.04	0.9
GO:0000904	cellular morphogenesis during differentiation	399	14	385	22	533	555	8.635e-01	0.04	0.04	0.9
GO:0019220	regulation of phosphate metabolic process	399	16	383	21	534	555	8.665e-01	0.04	0.04	1.1
GO:0051174	regulation of phosphorus metabolic process	399	16	383	21	534	555	8.665e-01	0.04	0.04	1.1
GO:0051247	positive regulation of protein metabolic process	399	16	383	21	534	555	8.665e-01	0.04	0.04	1.1
GO:0015031	protein transport	399	18	381	23	532	555	8.717e-01	0.05	0.04	1.1
GO:0035295	tube development	399	17	382	26	529	555	8.746e-01	0.04	0.05	0.9
GO:0016044	membrane organization and biogenesis	399	19	380	25	530	555	8.765e-01	0.05	0.05	1.1
GO:0031175	neurite development	399	18	381	27	528	555	8.775e-01	0.05	0.05	0.9
GO:0031323	regulation of cellular metabolic process	399	103	296	146	409	555	8.814e-01	0.26	0.26	1.0
GO:0019222	regulation of metabolic process	399	105	294	149	406	555	8.821e-01	0.26	0.27	1.0
GO:0046649	lymphocyte activation	399	20	379	30	525	555	8.832e-01	0.05	0.05	0.9
GO:0040008	regulation of growth	399	20	379	30	525	555	8.832e-01	0.05	0.05	0.9
GO:0030182	neuron differentiation	399	22	377	29	526	555	8.845e-01	0.06	0.05	1.1
GO:0051338	regulation of transferase activity	399	24	375	35	520	555	8.924e-01	0.06	0.06	1.0
GO:0043549	regulation of kinase activity	399	24	375	35	520	555	8.924e-01	0.06	0.06	1.0
GO:0031324	negative regulation of cellular metabolic process	399	26	373	34	521	555	8.926e-01	0.07	0.06	1.1
GO:0043085	positive regulation of catalytic activity	399	33	366	44	511	555	9.042e-01	0.08	0.08	1.0
GO:0046907	intracellular transport	399	34	365	46	509	555	9.062e-01	0.09	0.08	1.0
GO:0007243	protein kinase cascade	399	41	358	59	496	555	9.148e-01	0.10	0.11	1.0
GO:0044248	cellular catabolic process	399	46	353	62	493	555	9.176e-01	0.12	0.11	1.0
GO:0051641	cellular localization	399	49	350	67	488	555	9.204e-01	0.12	0.12	1.0
GO:0042592	homeostatic process	399	60	339	82	473	555	9.267e-01	0.15	0.15	1.0
GO:0009058	biosynthetic process	399	131	268	184	371	555	9.444e-01	0.33	0.33	1.0
GO:0000187	activation of MAPK activity	399	8	391	11	544	555	1.000e+00	0.02	0.02	1.0
GO:0043406	positive regulation of MAP kinase activity	399	9	390	12	543	555	1.000e+00	0.02	0.02	1.0
GO:0045859	regulation of protein kinase activity	399	23	376	33	522	555	1.000e+00	0.06	0.06	1.0
GO:0000303	response to superoxide	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0000305	response to oxygen radical	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0001541	ovarian follicle development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0003006	reproductive developmental process	399	10	389	13	542	555	1.000e+00	0.03	0.02	1.1
GO:0022602	ovulation cycle process	399	5	394	6	549	555	1.000e+00	0.01	0.01	1.2
GO:0042698	ovulation cycle	399	5	394	6	549	555	1.000e+00	0.01	0.01	1.2
GO:0048511	rhythmic process	399	5	394	8	547	555	1.000e+00	0.01	0.01	0.9
GO:0001890	placenta development	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0001895	retina homeostasis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001894	tissue homeostasis	399	3	396	5	550	555	1.000e+00	0.01	0.01	0.8
GO:0048871	multicellular organismal homeostasis	399	3	396	5	550	555	1.000e+00	0.01	0.01	0.8
GO:0065008	regulation of biological quality	399	105	294	147	408	555	1.000e+00	0.26	0.26	1.0
GO:0048869	cellular developmental process	399	139	260	194	361	555	1.000e+00	0.35	0.35	1.0
GO:0030154	cell differentiation	399	139	260	194	361	555	1.000e+00	0.35	0.35	1.0
GO:0009056	catabolic process	399	53	346	73	482	555	1.000e+00	0.13	0.13	1.0
GO:0030005	cellular di\-\, tri\-valent inorganic cation homeostasis	399	17	382	24	531	555	1.000e+00	0.04	0.04	1.0
GO:0030003	cellular cation homeostasis	399	20	379	29	526	555	1.000e+00	0.05	0.05	1.0
GO:0048878	chemical homeostasis	399	32	367	45	510	555	1.000e+00	0.08	0.08	1.0
GO:0055080	cation homeostasis	399	20	379	29	526	555	1.000e+00	0.05	0.05	1.0
GO:0055066	di\-\, tri\-valent inorganic cation homeostasis	399	17	382	24	531	555	1.000e+00	0.04	0.04	1.0
GO:0019953	sexual reproduction	399	15	384	20	535	555	1.000e+00	0.04	0.04	1.0
GO:0007600	sensory perception	399	17	382	25	530	555	1.000e+00	0.04	0.05	0.9
GO:0003008	system process	399	79	320	111	444	555	1.000e+00	0.20	0.20	1.0
GO:0009266	response to temperature stimulus	399	12	387	16	539	555	1.000e+00	0.03	0.03	1.0
GO:0031667	response to nutrient levels	399	9	390	13	542	555	1.000e+00	0.02	0.02	1.0
GO:0009991	response to extracellular stimulus	399	10	389	13	542	555	1.000e+00	0.03	0.02	1.1
GO:0032287	myelin maintenance in the peripheral nervous system	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0022011	myelination in the peripheral nervous system	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032292	ensheathment of axons in the peripheral nervous system	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043217	myelin maintenance	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042552	myelination	399	5	394	7	548	555	1.000e+00	0.01	0.01	1.0
GO:0014044	Schwann cell development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0021782	glial cell development	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0010001	glial cell differentiation	399	3	396	5	550	555	1.000e+00	0.01	0.01	0.8
GO:0014037	Schwann cell differentiation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007009	plasma membrane organization and biogenesis	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007422	peripheral nervous system development	399	5	394	8	547	555	1.000e+00	0.01	0.01	0.9
GO:0033081	regulation of T cell differentiation in the thymus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051249	regulation of lymphocyte activation	399	11	388	16	539	555	1.000e+00	0.03	0.03	1.0
GO:0033077	T cell differentiation in the thymus	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0040014	regulation of multicellular organism growth	399	7	392	10	545	555	1.000e+00	0.02	0.02	1.0
GO:0051094	positive regulation of developmental process	399	45	354	63	492	555	1.000e+00	0.11	0.11	1.0
GO:0045471	response to ethanol	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0045541	negative regulation of cholesterol biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045939	negative regulation of steroid metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009890	negative regulation of biosynthetic process	399	6	393	9	546	555	1.000e+00	0.02	0.02	0.9
GO:0045540	regulation of cholesterol biosynthetic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0050810	regulation of steroid biosynthetic process	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0046890	regulation of lipid biosynthetic process	399	3	396	4	551	555	1.000e+00	0.01	0.01	1.0
GO:0019216	regulation of lipid metabolic process	399	6	393	9	546	555	1.000e+00	0.02	0.02	0.9
GO:0006695	cholesterol biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0046620	regulation of organ growth	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0035265	organ growth	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0046688	response to copper ion	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0010038	response to metal ion	399	7	392	11	544	555	1.000e+00	0.02	0.02	0.9
GO:0010035	response to inorganic substance	399	9	390	12	543	555	1.000e+00	0.02	0.02	1.0
GO:0046716	muscle maintenance	399	3	396	4	551	555	1.000e+00	0.01	0.01	1.0
GO:0048538	thymus development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048678	response to axon injury	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0050665	hydrogen peroxide biosynthetic process	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0060047	heart contraction	399	10	389	14	541	555	1.000e+00	0.03	0.03	1.0
GO:0003015	heart process	399	10	389	14	541	555	1.000e+00	0.03	0.03	1.0
GO:0060087	relaxation of vascular smooth muscle	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045986	negative regulation of smooth muscle contraction	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045932	negative regulation of muscle contraction	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006940	regulation of smooth muscle contraction	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0042311	vasodilation	399	4	395	6	549	555	1.000e+00	0.01	0.01	0.9
GO:0003018	vascular process in circulatory system	399	9	390	12	543	555	1.000e+00	0.02	0.02	1.0
GO:0006939	smooth muscle contraction	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0060088	auditory receptor cell stereocilium organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002093	auditory receptor cell morphogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0060117	auditory receptor cell development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0060119	inner ear receptor cell development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0060122	inner ear receptor stereocilium organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042491	auditory receptor cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0060113	inner ear receptor cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048839	inner ear development	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0043583	ear development	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0015986	ATP synthesis coupled proton transport	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0006754	ATP biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009145	purine nucleoside triphosphate biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009142	nucleoside triphosphate biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009141	nucleoside triphosphate metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0009201	ribonucleoside triphosphate biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009144	purine nucleoside triphosphate metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0046034	ATP metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0009205	purine ribonucleoside triphosphate metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0009199	ribonucleoside triphosphate metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0009152	purine ribonucleotide biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0009260	ribonucleotide biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0006163	purine nucleotide metabolic process	399	4	395	6	549	555	1.000e+00	0.01	0.01	0.9
GO:0009150	purine ribonucleotide metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0009259	ribonucleotide metabolic process	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0015985	energy coupled proton transport\, down electrochemical gradient	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0015992	proton transport	399	5	394	8	547	555	1.000e+00	0.01	0.01	0.9
GO:0006818	hydrogen transport	399	5	394	8	547	555	1.000e+00	0.01	0.01	0.9
GO:0050905	neuromuscular process	399	5	394	8	547	555	1.000e+00	0.01	0.01	0.9
GO:0001935	endothelial cell proliferation	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0001974	blood vessel remodeling	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0007199	G\-protein signaling\, coupled to cGMP nucleotide second messenger	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019934	cGMP\-mediated signaling	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
