#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0016042	lipid catabolic process	399	8	391	22	533	555	9.370e-02	0.02	0.04	0.5
GO:0006333	chromatin assembly or disassembly	399	9	390	5	550	555	1.041e-01	0.02	0.01	2.5
GO:0042136	neurotransmitter biosynthetic process	399	7	392	3	552	555	1.042e-01	0.02	0.01	3.2
GO:0048514	blood vessel morphogenesis	399	15	384	35	520	555	1.045e-01	0.04	0.06	0.6
GO:0008632	apoptotic program	399	26	373	23	532	555	1.046e-01	0.07	0.04	1.6
GO:0001568	blood vessel development	399	19	380	41	514	555	1.062e-01	0.05	0.07	0.6
GO:0001944	vasculature development	399	19	380	41	514	555	1.062e-01	0.05	0.07	0.6
GO:0009653	anatomical structure morphogenesis	399	63	336	111	444	555	1.065e-01	0.16	0.20	0.8
GO:0048731	system development	399	118	281	192	363	555	1.074e-01	0.30	0.35	0.9
GO:0043067	regulation of programmed cell death	399	84	315	93	462	555	1.085e-01	0.21	0.17	1.3
GO:0043281	regulation of caspase activity	399	15	384	11	544	555	1.088e-01	0.04	0.02	1.9
GO:0052548	regulation of endopeptidase activity	399	15	384	11	544	555	1.088e-01	0.04	0.02	1.9
GO:0052547	regulation of peptidase activity	399	15	384	11	544	555	1.088e-01	0.04	0.02	1.9
GO:0007005	mitochondrion organization and biogenesis	399	19	380	15	540	555	1.107e-01	0.05	0.03	1.8
GO:0009416	response to light stimulus	399	12	387	8	547	555	1.111e-01	0.03	0.01	2.1
GO:0007200	G\-protein signaling\, coupled to IP3 second messenger (phospholipase C activating)	399	3	396	12	543	555	1.133e-01	0.01	0.02	0.3
GO:0032502	developmental process	399	182	217	283	272	555	1.150e-01	0.46	0.51	0.9
GO:0043687	post\-translational protein modification	399	77	322	85	470	555	1.158e-01	0.19	0.15	1.3
GO:0007267	cell\-cell signaling	399	59	340	104	451	555	1.170e-01	0.15	0.19	0.8
GO:0007626	locomotory behavior	399	21	378	44	511	555	1.188e-01	0.05	0.08	0.7
GO:0007420	brain development	399	16	383	12	543	555	1.193e-01	0.04	0.02	1.9
GO:0043066	negative regulation of apoptosis	399	53	346	55	500	555	1.201e-01	0.13	0.10	1.3
GO:0043069	negative regulation of programmed cell death	399	53	346	55	500	555	1.201e-01	0.13	0.10	1.3
GO:0042127	regulation of cell proliferation	399	46	353	84	471	555	1.258e-01	0.12	0.15	0.8
GO:0001525	angiogenesis	399	14	385	32	523	555	1.260e-01	0.04	0.06	0.6
GO:0016337	cell\-cell adhesion	399	8	391	21	534	555	1.289e-01	0.02	0.04	0.5
GO:0008152	metabolic process	399	293	106	382	173	555	1.301e-01	0.73	0.69	1.1
GO:0006915	apoptosis	399	97	302	112	443	555	1.323e-01	0.24	0.20	1.2
GO:0007204	elevation of cytosolic calcium ion concentration	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0051480	cytosolic calcium ion homeostasis	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0019882	antigen processing and presentation	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0045444	fat cell differentiation	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0007610	behavior	399	35	364	66	489	555	1.357e-01	0.09	0.12	0.7
GO:0006935	chemotaxis	399	15	384	33	522	555	1.359e-01	0.04	0.06	0.6
GO:0042330	taxis	399	15	384	33	522	555	1.359e-01	0.04	0.06	0.6
GO:0006471	protein amino acid ADP\-ribosylation	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0030258	lipid modification	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0008380	RNA splicing	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0051276	chromosome organization and biogenesis	399	21	378	18	537	555	1.366e-01	0.05	0.03	1.6
GO:0006749	glutathione metabolic process	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0000041	transition metal ion transport	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0051329	interphase of mitotic cell cycle	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0051325	interphase	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0009968	negative regulation of signal transduction	399	6	393	17	538	555	1.382e-01	0.02	0.03	0.5
GO:0009987	cellular process	399	355	44	510	45	555	1.424e-01	0.89	0.92	1.0
GO:0006690	icosanoid metabolic process	399	4	395	13	542	555	1.425e-01	0.01	0.02	0.4
GO:0006457	protein folding	399	17	382	14	541	555	1.427e-01	0.04	0.03	1.7
GO:0051239	regulation of multicellular organismal process	399	25	374	50	505	555	1.432e-01	0.06	0.09	0.7
GO:0008629	induction of apoptosis by intracellular signals	399	11	388	7	548	555	1.456e-01	0.03	0.01	2.2
GO:0006520	amino acid metabolic process	399	18	381	15	540	555	1.517e-01	0.05	0.03	1.7
GO:0006464	protein modification process	399	83	316	95	460	555	1.530e-01	0.21	0.17	1.2
GO:0008283	cell proliferation	399	66	333	113	442	555	1.530e-01	0.17	0.20	0.8
GO:0008610	lipid biosynthetic process	399	13	386	29	526	555	1.535e-01	0.03	0.05	0.6
GO:0012501	programmed cell death	399	97	302	113	442	555	1.543e-01	0.24	0.20	1.2
GO:0001505	regulation of neurotransmitter levels	399	14	385	11	544	555	1.553e-01	0.04	0.02	1.8
GO:0043412	biopolymer modification	399	85	314	97	458	555	1.555e-01	0.21	0.17	1.2
GO:0000278	mitotic cell cycle	399	19	380	16	539	555	1.619e-01	0.05	0.03	1.7
GO:0045454	cell redox homeostasis	399	11	388	8	547	555	1.649e-01	0.03	0.01	1.9
GO:0045333	cellular respiration	399	8	391	5	550	555	1.653e-01	0.02	0.01	2.2
GO:0042133	neurotransmitter metabolic process	399	8	391	5	550	555	1.653e-01	0.02	0.01	2.2
GO:0007004	telomere maintenance via telomerase	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0006278	RNA\-dependent DNA replication	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0008156	negative regulation of DNA replication	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0032508	DNA duplex unwinding	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0032392	DNA geometric change	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0009072	aromatic amino acid family metabolic process	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0046148	pigment biosynthetic process	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0048771	tissue remodeling	399	5	394	15	540	555	1.689e-01	0.01	0.03	0.5
GO:0019221	cytokine and chemokine mediated signaling pathway	399	5	394	15	540	555	1.689e-01	0.01	0.03	0.5
GO:0048513	organ development	399	90	309	147	408	555	1.723e-01	0.23	0.26	0.9
GO:0048583	regulation of response to stimulus	399	15	384	32	523	555	1.744e-01	0.04	0.06	0.7
GO:0040012	regulation of locomotion	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0048489	synaptic vesicle transport	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0008053	mitochondrial fusion	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0048284	organelle fusion	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0010248	establishment and/or maintenance of transmembrane electrochemical gradient	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0019852	L\-ascorbic acid metabolic process	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0031638	zymogen activation	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0048478	replication fork protection	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0006376	mRNA splice site selection	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0006270	DNA replication initiation	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0051668	localization within membrane	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0007090	regulation of S phase of mitotic cell cycle	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0033261	regulation of S phase	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0006414	translational elongation	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0006829	zinc ion transport	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0001539	ciliary or flagellar motility	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0006590	thyroid hormone generation	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0008217	regulation of blood pressure	399	8	391	20	535	555	1.757e-01	0.02	0.04	0.6
GO:0006519	amino acid and derivative metabolic process	399	25	374	23	532	555	1.760e-01	0.06	0.04	1.5
GO:0048145	regulation of fibroblast proliferation	399	6	393	3	552	555	1.762e-01	0.02	0.01	2.8
GO:0048144	fibroblast proliferation	399	6	393	3	552	555	1.762e-01	0.02	0.01	2.8
GO:0044249	cellular biosynthetic process	399	61	338	67	488	555	1.775e-01	0.15	0.12	1.3
GO:0043280	positive regulation of caspase activity	399	12	387	9	546	555	1.808e-01	0.03	0.02	1.9
GO:0008219	cell death	399	100	299	118	437	555	1.840e-01	0.25	0.21	1.2
GO:0016265	death	399	100	299	118	437	555	1.840e-01	0.25	0.21	1.2
GO:0042770	DNA damage response\, signal transduction	399	9	390	6	549	555	1.887e-01	0.02	0.01	2.1
GO:0006796	phosphate metabolic process	399	65	334	73	482	555	1.916e-01	0.16	0.13	1.2
GO:0006793	phosphorus metabolic process	399	65	334	73	482	555	1.916e-01	0.16	0.13	1.2
GO:0046394	carboxylic acid biosynthetic process	399	6	393	16	539	555	1.930e-01	0.02	0.03	0.5
GO:0016053	organic acid biosynthetic process	399	6	393	16	539	555	1.930e-01	0.02	0.03	0.5
GO:0009628	response to abiotic stimulus	399	33	366	33	522	555	1.956e-01	0.08	0.06	1.4
GO:0006807	nitrogen compound metabolic process	399	34	365	35	520	555	2.064e-01	0.09	0.06	1.4
GO:0006959	humoral immune response	399	4	395	12	543	555	2.068e-01	0.01	0.02	0.5
GO:0007586	digestion	399	4	395	12	543	555	2.068e-01	0.01	0.02	0.5
GO:0001503	ossification	399	2	397	8	547	555	2.069e-01	0.01	0.01	0.3
GO:0031214	biomineral formation	399	2	397	8	547	555	2.069e-01	0.01	0.01	0.3
GO:0007259	JAK\-STAT cascade	399	2	397	8	547	555	2.069e-01	0.01	0.01	0.3
GO:0044237	cellular metabolic process	399	277	122	363	192	555	2.088e-01	0.69	0.65	1.1
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	399	10	389	23	532	555	2.096e-01	0.03	0.04	0.6
GO:0002250	adaptive immune response	399	10	389	23	532	555	2.096e-01	0.03	0.04	0.6
GO:0050789	regulation of biological process	399	199	200	300	255	555	2.122e-01	0.50	0.54	0.9
GO:0009411	response to UV	399	10	389	7	548	555	2.138e-01	0.03	0.01	2.0
GO:0045786	negative regulation of cell cycle	399	10	389	7	548	555	2.138e-01	0.03	0.01	2.0
GO:0008635	caspase activation via cytochrome c	399	7	392	4	551	555	2.172e-01	0.02	0.01	2.4
GO:0042440	pigment metabolic process	399	7	392	4	551	555	2.172e-01	0.02	0.01	2.4
GO:0031497	chromatin assembly	399	7	392	4	551	555	2.172e-01	0.02	0.01	2.4
GO:0007167	enzyme linked receptor protein signaling pathway	399	20	379	39	516	555	2.220e-01	0.05	0.07	0.7
GO:0050896	response to stimulus	399	175	224	265	290	555	2.369e-01	0.44	0.48	0.9
GO:0006919	caspase activation	399	10	389	8	547	555	2.394e-01	0.03	0.01	1.7
GO:0015980	energy derivation by oxidation of organic compounds	399	10	389	8	547	555	2.394e-01	0.03	0.01	1.7
GO:0008637	apoptotic mitochondrial changes	399	10	389	8	547	555	2.394e-01	0.03	0.01	1.7
GO:0042108	positive regulation of cytokine biosynthetic process	399	5	394	14	541	555	2.398e-01	0.01	0.03	0.5
GO:0044242	cellular lipid catabolic process	399	5	394	14	541	555	2.398e-01	0.01	0.03	0.5
GO:0050776	regulation of immune response	399	5	394	14	541	555	2.398e-01	0.01	0.03	0.5
GO:0006091	generation of precursor metabolites and energy	399	25	374	25	530	555	2.412e-01	0.06	0.05	1.4
GO:0005975	carbohydrate metabolic process	399	25	374	25	530	555	2.412e-01	0.06	0.05	1.4
GO:0051495	positive regulation of cytoskeleton organization and biogenesis	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0032273	positive regulation of protein polymerization	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0006099	tricarboxylic acid cycle	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0046356	acetyl\-CoA catabolic process	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0009109	coenzyme catabolic process	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0009060	aerobic respiration	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0006825	copper ion transport	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0048146	positive regulation of fibroblast proliferation	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0006470	protein amino acid dephosphorylation	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0016311	dephosphorylation	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0001952	regulation of cell\-matrix adhesion	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0006800	oxygen and reactive oxygen species metabolic process	399	20	379	19	536	555	2.474e-01	0.05	0.03	1.5
GO:0051640	organelle localization	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0042157	lipoprotein metabolic process	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0007338	single fertilization	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0009566	fertilization	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0031349	positive regulation of defense response	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0042088	T\-helper 1 type immune response	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0014031	mesenchymal cell development	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0048762	mesenchymal cell differentiation	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0002455	humoral immune response mediated by circulating immunoglobulin	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0006691	leukotriene metabolic process	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0043449	alkene metabolic process	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0019370	leukotriene biosynthetic process	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0043450	alkene biosynthetic process	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0007229	integrin\-mediated signaling pathway	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0050679	positive regulation of epithelial cell proliferation	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0006879	cellular iron ion homeostasis	399	7	392	5	550	555	2.554e-01	0.02	0.01	1.9
GO:0055072	iron ion homeostasis	399	7	392	5	550	555	2.554e-01	0.02	0.01	1.9
GO:0051187	cofactor catabolic process	399	7	392	5	550	555	2.554e-01	0.02	0.01	1.9
GO:0019748	secondary metabolic process	399	7	392	5	550	555	2.554e-01	0.02	0.01	1.9
GO:0009308	amine metabolic process	399	27	372	27	528	555	2.557e-01	0.07	0.05	1.4
GO:0016485	protein processing	399	11	388	9	546	555	2.564e-01	0.03	0.02	1.7
GO:0032147	activation of protein kinase activity	399	3	396	10	545	555	2.575e-01	0.01	0.02	0.4
GO:0009615	response to virus	399	6	393	15	540	555	2.662e-01	0.02	0.03	0.6
GO:0006633	fatty acid biosynthetic process	399	6	393	15	540	555	2.662e-01	0.02	0.03	0.6
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	399	15	384	30	525	555	2.795e-01	0.04	0.05	0.7
GO:0043524	negative regulation of neuron apoptosis	399	8	391	6	549	555	2.809e-01	0.02	0.01	1.9
GO:0010564	regulation of cell cycle process	399	8	391	6	549	555	2.809e-01	0.02	0.01	1.9
GO:0006576	biogenic amine metabolic process	399	8	391	6	549	555	2.809e-01	0.02	0.01	1.9
GO:0006323	DNA packaging	399	8	391	6	549	555	2.809e-01	0.02	0.01	1.9
GO:0007268	synaptic transmission	399	38	361	41	514	555	2.837e-01	0.10	0.07	1.3
GO:0007569	cell aging	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0007006	mitochondrial membrane organization and biogenesis	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0032271	regulation of protein polymerization	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0006084	acetyl\-CoA metabolic process	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0000077	DNA damage checkpoint	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0031570	DNA integrity checkpoint	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0031400	negative regulation of protein modification process	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0045936	negative regulation of phosphate metabolic process	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0010563	negative regulation of phosphorus metabolic process	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0030384	phosphoinositide metabolic process	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0006120	mitochondrial electron transport\, NADH to ubiquinone	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0009888	tissue development	399	16	383	31	524	555	2.917e-01	0.04	0.06	0.7
GO:0006874	cellular calcium ion homeostasis	399	7	392	16	539	555	2.925e-01	0.02	0.03	0.6
GO:0055074	calcium ion homeostasis	399	7	392	16	539	555	2.925e-01	0.02	0.03	0.6
GO:0006875	cellular metal ion homeostasis	399	7	392	17	538	555	2.945e-01	0.02	0.03	0.6
GO:0055065	metal ion homeostasis	399	7	392	17	538	555	2.945e-01	0.02	0.03	0.6
GO:0016310	phosphorylation	399	61	338	71	484	555	2.960e-01	0.15	0.13	1.2
GO:0046849	bone remodeling	399	4	395	11	544	555	2.961e-01	0.01	0.02	0.5
GO:0016568	chromatin modification	399	4	395	11	544	555	2.961e-01	0.01	0.02	0.5
GO:0006812	cation transport	399	24	375	25	530	555	3.021e-01	0.06	0.05	1.3
GO:0007417	central nervous system development	399	24	375	25	530	555	3.021e-01	0.06	0.05	1.3
GO:0006839	mitochondrial transport	399	9	390	7	548	555	3.076e-01	0.02	0.01	1.8
GO:0051188	cofactor biosynthetic process	399	9	390	7	548	555	3.076e-01	0.02	0.01	1.8
GO:0051707	response to other organism	399	12	387	24	531	555	3.082e-01	0.03	0.04	0.7
GO:0051402	neuron apoptosis	399	13	386	12	543	555	3.107e-01	0.03	0.02	1.5
GO:0043086	negative regulation of catalytic activity	399	13	386	12	543	555	3.107e-01	0.03	0.02	1.5
GO:0009966	regulation of signal transduction	399	33	366	57	498	555	3.142e-01	0.08	0.10	0.8
GO:0043496	regulation of protein homodimerization activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0043497	regulation of protein heterodimerization activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
