#DescID	MeSH	CorpusSize	t+	t-	b+	b-	WholeSize	t-Ratio	b-Ratio	t-ratio/b-ratio	P-value
7473	Hyperkinesis	172	1	171	3080	17757577	17760657	0.01	0.00	33.5	2.940e-02
19417	Drug Administration Routes	172	1	171	3090	17757567	17760657	0.01	0.00	33.4	2.949e-02
13635	Isoenzymes	172	3	169	68747	17691910	17760657	0.02	0.00	4.5	2.982e-02
10960	Naphthoquinones	172	1	171	3135	17757522	17760657	0.01	0.00	32.9	2.992e-02
14039	Heme Oxygenase (Decyclizing)	172	1	171	3226	17757431	17760657	0.01	0.00	32.0	3.077e-02
22182	Heterozygote	172	2	170	28325	17732332	17760657	0.01	0.00	7.3	3.128e-02
15698	Ryanodine Receptor Calcium Release Channel	172	1	171	3296	17757361	17760657	0.01	0.00	31.3	3.143e-02
12018	Paraquat	172	1	171	3297	17757360	17760657	0.01	0.00	31.3	3.144e-02
1888	Mice, Neurologic Mutants	172	1	171	3331	17757326	17760657	0.01	0.00	31.0	3.176e-02
15257	I-kappa B Proteins	172	1	171	3379	17757278	17760657	0.01	0.00	30.6	3.221e-02
17229	Cell Extracts	172	1	171	3393	17757264	17760657	0.01	0.00	30.4	3.234e-02
15133	Nerve Growth Factor	172	1	171	3393	17757264	17760657	0.01	0.00	30.4	3.234e-02
10440	Malonates	172	1	171	3478	17757179	17760657	0.01	0.00	29.7	3.313e-02
9545	Nitrogen Oxides	172	1	171	3491	17757166	17760657	0.01	0.00	29.6	3.326e-02
10228	Propylamines	172	1	171	3502	17757155	17760657	0.01	0.00	29.5	3.336e-02
12328	Deoxyguanosine	172	1	171	3510	17757147	17760657	0.01	0.00	29.4	3.343e-02
12192	Catechin	172	1	171	3535	17757122	17760657	0.01	0.00	29.2	3.367e-02
17501	Iron Chelating Agents	172	1	171	3677	17756980	17760657	0.01	0.00	28.1	3.500e-02
12847	Neurofilament Proteins	172	1	171	3720	17756937	17760657	0.01	0.00	27.8	3.540e-02
21533	DNA Repair	172	2	170	30790	17729867	17760657	0.01	0.00	6.7	3.640e-02
11810	Fura-2	172	1	171	3902	17756755	17760657	0.01	0.00	26.5	3.710e-02
22543	Models, Biological	172	5	167	188066	17572591	17760657	0.03	0.01	2.7	3.711e-02
21727	Biological Transport	172	3	169	75723	17684934	17760657	0.02	0.00	4.1	3.797e-02
21622	Molecular Mimicry	172	1	171	3998	17756659	17760657	0.01	0.00	25.8	3.799e-02
22194	Linkage (Genetics)	172	2	170	32402	17728255	17760657	0.01	0.00	6.4	3.991e-02
10838	Stilbenes	172	1	171	4213	17756444	17760657	0.01	0.00	24.5	3.999e-02
13871	L-Lactate Dehydrogenase	172	2	170	32566	17728091	17760657	0.01	0.00	6.3	4.027e-02
19033	Muscle Denervation	172	1	171	4255	17756402	17760657	0.01	0.00	24.3	4.038e-02
593	Central Nervous System	172	2	170	32753	17727904	17760657	0.01	0.00	6.3	4.069e-02
21623	Molecular Structure	172	3	169	77946	17682711	17760657	0.02	0.00	4.0	4.079e-02
10646	Pyruvic Acid	172	1	171	4309	17756348	17760657	0.01	0.00	24.0	4.089e-02
12476	Rhodamines	172	1	171	4363	17756294	17760657	0.01	0.00	23.7	4.139e-02
17119	Tea	172	1	171	4400	17756257	17760657	0.01	0.00	23.5	4.173e-02
1493	Embryo, Mammalian	172	2	170	33338	17727319	17760657	0.01	0.00	6.2	4.200e-02
863	Spinal Nerves	172	1	171	4465	17756192	17760657	0.01	0.00	23.1	4.233e-02
618	Cerebellar Cortex	172	1	171	4495	17756162	17760657	0.01	0.00	23.0	4.261e-02
12343	Adenosine Triphosphate	172	3	169	79600	17681057	17760657	0.02	0.00	3.9	4.295e-02
17782	Hemostatics	172	1	171	4608	17756049	17760657	0.01	0.00	22.4	4.366e-02
21395	Cell Proliferation	172	2	170	34439	17726218	17760657	0.01	0.00	6.0	4.452e-02
1554	Rats, Inbred BN	172	1	171	4715	17755942	17760657	0.01	0.00	21.9	4.465e-02
10140	Spermine	172	1	171	4746	17755911	17760657	0.01	0.00	21.8	4.494e-02
16683	Metalloproteins	172	1	171	4771	17755886	17760657	0.01	0.00	21.6	4.517e-02
19277	Electrophoretic Mobility Shift Assay	172	1	171	4779	17755878	17760657	0.01	0.00	21.6	4.524e-02
17510	Cyclooxygenase 2 Inhibitors	172	1	171	4845	17755812	17760657	0.01	0.00	21.3	4.585e-02
11696	Staurosporine	172	1	171	4883	17755774	17760657	0.01	0.00	21.1	4.620e-02
3218	Baculoviridae	172	1	171	4909	17755748	17760657	0.01	0.00	21.0	4.644e-02
17744	Cardiovascular Agents	172	1	171	5164	17755493	17760657	0.01	0.00	20.0	4.880e-02
6526	Muscle Spasticity	172	1	171	5173	17755484	17760657	0.01	0.00	20.0	4.888e-02
9879	Thiobarbituric Acid Reactive Substances	172	1	171	5199	17755458	17760657	0.01	0.00	19.9	4.912e-02
23473	Databases, Protein	172	1	171	5234	17755423	17760657	0.01	0.00	19.7	4.944e-02
13736	Lyases	172	1	171	5314	17755343	17760657	0.01	0.00	19.4	5.018e-02
16617	Receptors, Glutamate	172	1	171	5340	17755317	17760657	0.01	0.00	19.3	5.042e-02
2044	Spodoptera	172	1	171	5385	17755272	17760657	0.01	0.00	19.2	5.083e-02
17521	Cysteine Proteinase Inhibitors	172	1	171	5442	17755215	17760657	0.01	0.00	19.0	5.135e-02
13729	Ubiquitin-Protein Ligases	172	1	171	5511	17755146	17760657	0.01	0.00	18.7	5.199e-02
1902	Rats, Wistar	172	4	168	144318	17616339	17760657	0.02	0.01	2.9	5.272e-02
13876	Xanthine Oxidase	172	1	171	5669	17754988	17760657	0.01	0.00	18.2	5.344e-02
655	Prosencephalon	172	1	171	5669	17754988	17760657	0.01	0.00	18.2	5.344e-02
16687	Mitochondrial Proteins	172	1	171	5710	17754947	17760657	0.01	0.00	18.1	5.381e-02
12434	Quinoxalines	172	1	171	5762	17754895	17760657	0.01	0.00	17.9	5.429e-02
18364	Enzyme-Linked Immunosorbent Assay	172	3	169	88604	17672053	17760657	0.02	0.00	3.5	5.569e-02
11744	Xanthines	172	1	171	5957	17754700	17760657	0.01	0.00	17.3	5.608e-02
10686	Spin Labels	172	1	171	6011	17754646	17760657	0.01	0.00	17.2	5.657e-02
17638	Immunologic Factors	172	1	171	6026	17754631	17760657	0.01	0.00	17.1	5.671e-02
17566	Dopamine Agonists	172	1	171	6149	17754508	17760657	0.01	0.00	16.8	5.783e-02
14010	Oxygenases	172	1	171	6186	17754471	17760657	0.01	0.00	16.7	5.817e-02
23527	Middle Aged	172	15	157	2443977	15316680	17760657	0.09	0.14	0.6	5.915e-02
1406	Forelimb	172	1	171	6313	17754344	17760657	0.01	0.00	16.4	5.932e-02
17527	Protein Synthesis Inhibitors	172	1	171	6348	17754309	17760657	0.01	0.00	16.3	5.964e-02
15033	Interleukins	172	1	171	6349	17754308	17760657	0.01	0.00	16.3	5.965e-02
8226	Atherosclerosis	172	1	171	6441	17754216	17760657	0.01	0.00	16.0	6.049e-02
14086	Choline O-Acetyltransferase	172	1	171	6510	17754147	17760657	0.01	0.00	15.9	6.112e-02
19173	Organ Transplantation	172	1	171	6542	17754115	17760657	0.01	0.00	15.8	6.141e-02
10961	Vitamin K	172	1	171	6565	17754092	17760657	0.01	0.00	15.7	6.162e-02
10077	Creatine	172	1	171	6573	17754084	17760657	0.01	0.00	15.7	6.169e-02
8937	Spinal Injuries	172	1	171	6585	17754072	17760657	0.01	0.00	15.7	6.180e-02
9184	Necrosis	172	2	170	41583	17719074	17760657	0.01	0.00	5.0	6.209e-02
9127	Genetic Predisposition to Disease	172	2	170	42031	17718626	17760657	0.01	0.00	4.9	6.326e-02
8719	Metabolic Diseases	172	1	171	6818	17753839	17760657	0.01	0.00	15.1	6.392e-02
7546	Muscular Atrophy	172	1	171	6850	17753807	17760657	0.01	0.00	15.1	6.421e-02
18431	Therapeutics	172	1	171	6860	17753797	17760657	0.01	0.00	15.1	6.430e-02
19653	Mutagenesis, Site-Directed	172	2	170	42557	17718100	17760657	0.01	0.00	4.9	6.465e-02
845	Facial Nerve	172	1	171	7014	17753643	17760657	0.01	0.00	14.7	6.569e-02
13884	NADH, NADPH Oxidoreductases	172	1	171	7016	17753641	17760657	0.01	0.00	14.7	6.571e-02
11528	Thiamine	172	1	171	7263	17753394	17760657	0.01	0.00	14.2	6.794e-02
2195	Schistosoma mansoni	172	1	171	7340	17753317	17760657	0.01	0.00	14.1	6.864e-02
11060	Diterpenes	172	1	171	7348	17753309	17760657	0.01	0.00	14.1	6.871e-02
19354	Cell Fusion	172	1	171	7465	17753192	17760657	0.01	0.00	13.8	6.976e-02
19262	Microdialysis	172	1	171	7599	17753058	17760657	0.01	0.00	13.6	7.097e-02
14963	Vascular Endothelial Growth Factors	172	1	171	7614	17753043	17760657	0.01	0.00	13.6	7.111e-02
10689	Hydrazines	172	1	171	7670	17752987	17760657	0.01	0.00	13.5	7.161e-02
14868	N-Methylaspartate	172	1	171	7756	17752901	17760657	0.01	0.00	13.3	7.238e-02
17379	Inflammation Mediators	172	1	171	7833	17752824	17760657	0.01	0.00	13.2	7.308e-02
15087	Endothelial Growth Factors	172	1	171	7849	17752808	17760657	0.01	0.00	13.2	7.322e-02
22226	Genetic Vectors	172	2	170	46174	17714483	17760657	0.01	0.00	4.5	7.442e-02
1251	Mitochondria, Muscle	172	1	171	8022	17752635	17760657	0.01	0.00	12.9	7.477e-02
16218	HSP70 Heat-Shock Proteins	172	1	171	8103	17752554	17760657	0.01	0.00	12.7	7.550e-02
1081	PC12 Cells	172	1	171	8114	17752543	17760657	0.01	0.00	12.7	7.560e-02
1882	Gerbillinae	172	1	171	8170	17752487	17760657	0.01	0.00	12.6	7.610e-02
17831	Culture Media, Conditioned	172	1	171	8201	17752456	17760657	0.01	0.00	12.6	7.637e-02
17515	Monoamine Oxidase Inhibitors	172	1	171	8225	17752432	17760657	0.01	0.00	12.6	7.659e-02
19282	Mass Spectrometry	172	2	170	47738	17712919	17760657	0.01	0.00	4.3	7.879e-02
24702	Italy	172	2	170	47786	17712871	17760657	0.01	0.00	4.3	7.893e-02
8490	Metabolism, Inborn Errors	172	1	171	8523	17752134	17760657	0.01	0.00	12.1	7.925e-02
13993	Monoamine Oxidase	172	1	171	8526	17752131	17760657	0.01	0.00	12.1	7.928e-02
10683	Lipid Peroxides	172	1	171	8529	17752128	17760657	0.01	0.00	12.1	7.931e-02
1252	Mitochondria, Heart	172	1	171	8619	17752038	17760657	0.01	0.00	12.0	8.011e-02
21436	MAP Kinase Signaling System	172	1	171	8672	17751985	17760657	0.01	0.00	11.9	8.058e-02
21462	Macrophage Activation	172	1	171	8716	17751941	17760657	0.01	0.00	11.8	8.097e-02
1243	Vacuoles	172	1	171	8753	17751904	17760657	0.01	0.00	11.8	8.130e-02
16348	Antigens, CD95	172	1	171	8818	17751839	17760657	0.01	0.00	11.7	8.188e-02
14732	Dinoprost	172	1	171	8856	17751801	17760657	0.01	0.00	11.7	8.222e-02
7377	Spinal Cord Diseases	172	1	171	8930	17751727	17760657	0.01	0.00	11.6	8.288e-02
17518	Phosphodiesterase Inhibitors	172	1	171	9098	17751559	17760657	0.01	0.00	11.3	8.437e-02
13376	Phosphoprotein Phosphatases	172	1	171	9109	17751548	17760657	0.01	0.00	11.3	8.446e-02
14877	NG-Nitroarginine Methyl Ester	172	1	171	9203	17751454	17760657	0.01	0.00	11.2	8.530e-02
22327	Transgenes	172	1	171	9443	17751214	17760657	0.01	0.00	10.9	8.742e-02
14392	Proto-Oncogene Proteins c-akt	172	1	171	9451	17751206	17760657	0.01	0.00	10.9	8.749e-02
5935	Glioblastoma	172	1	171	9502	17751155	17760657	0.01	0.00	10.9	8.794e-02
17795	Pesticides	172	1	171	9558	17751099	17760657	0.01	0.00	10.8	8.844e-02
22548	Models, Chemical	172	2	170	51474	17709183	17760657	0.01	0.00	4.0	8.953e-02
21439	Calcium Signaling	172	1	171	9854	17750803	17760657	0.01	0.00	10.5	9.105e-02
20842	Proteomics	172	1	171	10219	17750438	17760657	0.01	0.00	10.1	9.426e-02
21719	Acetylation	172	1	171	10242	17750415	17760657	0.01	0.00	10.1	9.446e-02
1275	Synaptosomes	172	1	171	10303	17750354	17760657	0.01	0.00	10.0	9.500e-02
9878	Malondialdehyde	172	1	171	10608	17750049	17760657	0.01	0.00	9.7	9.767e-02
23450	Molecular Sequence Data	172	1	171	489321	17271336	17760657	0.01	0.03	0.2	9.794e-02
13821	Alcohol Oxidoreductases	172	1	171	10668	17749989	17760657	0.01	0.00	9.7	9.819e-02
17932	Microscopy, Immunoelectron	172	1	171	10751	17749906	17760657	0.01	0.00	9.6	9.892e-02
13522	Caspase 3	172	1	171	11123	17749534	17760657	0.01	0.00	9.3	1.022e-01
12797	Succinate Dehydrogenase	172	1	171	11147	17749510	17760657	0.01	0.00	9.3	1.024e-01
14306	Calcium-Calmodulin-Dependent Protein Kinases	172	1	171	11157	17749500	17760657	0.01	0.00	9.3	1.025e-01
11821	Pyrazoles	172	1	171	11212	17749445	17760657	0.01	0.00	9.2	1.029e-01
22495	Electrons	172	1	171	11485	17749172	17760657	0.01	0.00	9.0	1.053e-01
13829	Glucosephosphate Dehydrogenase	172	1	171	11693	17748964	17760657	0.01	0.00	8.8	1.071e-01
698	Motor Cortex	172	1	171	11779	17748878	17760657	0.01	0.00	8.8	1.078e-01
10986	Fluoresceins	172	1	171	11783	17748874	17760657	0.01	0.00	8.8	1.079e-01
9402	Disulfides	172	1	171	12101	17748556	17760657	0.01	0.00	8.5	1.106e-01
14881	Glutamine	172	1	171	12371	17748286	17760657	0.01	0.00	8.3	1.130e-01
12310	Purines	172	1	171	12428	17748229	17760657	0.01	0.00	8.3	1.134e-01
17509	Cyclooxygenase Inhibitors	172	1	171	12497	17748160	17760657	0.01	0.00	8.3	1.140e-01
12397	Quinolines	172	1	171	12722	17747935	17760657	0.01	0.00	8.1	1.160e-01
642	Hippocampus	172	2	170	60322	17700335	17760657	0.01	0.00	3.4	1.165e-01
21574	Alternative Splicing	172	1	171	12866	17747791	17760657	0.01	0.00	8.0	1.172e-01
8055	Cardiovascular Diseases	172	2	170	61320	17699337	17760657	0.01	0.00	3.4	1.197e-01
9716	Choline	172	1	171	13309	17747348	17760657	0.01	0.00	7.8	1.210e-01
7128	Central Nervous System Diseases	172	1	171	13598	17747059	17760657	0.01	0.00	7.6	1.234e-01
14970	Cytokines	172	2	170	62910	17697747	17760657	0.01	0.00	3.3	1.247e-01
5874	Osteosarcoma	172	1	171	14137	17746520	17760657	0.01	0.00	7.3	1.280e-01
14295	1-Phosphatidylinositol 3-Kinase	172	1	171	14153	17746504	17760657	0.01	0.00	7.3	1.281e-01
14049	Peroxidases	172	1	171	14165	17746492	17760657	0.01	0.00	7.3	1.282e-01
14826	Membrane Lipids	172	1	171	14186	17746471	17760657	0.01	0.00	7.3	1.284e-01
874	Sciatic Nerve	172	1	171	14218	17746439	17760657	0.01	0.00	7.3	1.287e-01
23679	Family Health	172	1	171	14338	17746319	17760657	0.01	0.00	7.2	1.297e-01
15064	Tumor Necrosis Factor-alpha	172	2	170	64760	17695897	17760657	0.01	0.00	3.2	1.307e-01
474	Cardiovascular System	172	1	171	14558	17746099	17760657	0.01	0.00	7.1	1.316e-01
3688	Saccharomyces cerevisiae	172	2	170	65384	17695273	17760657	0.01	0.00	3.2	1.327e-01
7242	Ischemic Attack, Transient	172	1	171	14850	17745807	17760657	0.01	0.00	7.0	1.340e-01
15890	Cytoskeletal Proteins	172	1	171	14954	17745703	17760657	0.01	0.00	6.9	1.349e-01
21334	Nerve Regeneration	172	1	171	15059	17745598	17760657	0.01	0.00	6.9	1.358e-01
476	Blood-Brain Barrier	172	1	171	15096	17745561	17760657	0.01	0.00	6.8	1.361e-01
1035	Granulocytes	172	1	171	15137	17745520	17760657	0.01	0.00	6.8	1.364e-01
14711	Arachidonic Acid	172	1	171	15200	17745457	17760657	0.01	0.00	6.8	1.369e-01
4936	Fruit	172	1	171	15242	17745415	17760657	0.01	0.00	6.8	1.373e-01
15126	Nerve Growth Factors	172	1	171	15281	17745376	17760657	0.01	0.00	6.8	1.376e-01
22122	Neuronal Plasticity	172	1	171	15601	17745056	17760657	0.01	0.00	6.6	1.403e-01
19303	Flow Cytometry	172	2	170	68580	17692077	17760657	0.01	0.00	3.0	1.432e-01
11748	Uric Acid	172	1	171	16136	17744521	17760657	0.01	0.00	6.4	1.447e-01
15150	Intracellular Signaling Peptides and Proteins	172	1	171	16167	17744490	17760657	0.01	0.00	6.4	1.450e-01
11745	Caffeine	172	1	171	16644	17744013	17760657	0.01	0.00	6.2	1.489e-01
22188	Genes, Dominant	172	1	171	16680	17743977	17760657	0.01	0.00	6.2	1.492e-01
973	Endothelium	172	1	171	16676	17743981	17760657	0.01	0.00	6.2	1.492e-01
15056	Lymphokines	172	1	171	16706	17743951	17760657	0.01	0.00	6.2	1.494e-01
17828	Buffers	172	1	171	16764	17743893	17760657	0.01	0.00	6.2	1.499e-01
18606	Drug Delivery Systems	172	1	171	16877	17743780	17760657	0.01	0.00	6.1	1.509e-01
9486	Cadmium	172	1	171	17007	17743650	17760657	0.01	0.00	6.1	1.519e-01
7523	Down Syndrome	172	1	171	17042	17743615	17760657	0.01	0.00	6.1	1.522e-01
12356	NADP	172	1	171	17077	17743580	17760657	0.01	0.00	6.0	1.525e-01
16209	Heat-Shock Proteins	172	1	171	17099	17743558	17760657	0.01	0.00	6.0	1.527e-01
14865	Aspartic Acid	172	1	171	17470	17743187	17760657	0.01	0.00	5.9	1.557e-01
935	Lens, Crystalline	172	1	171	17532	17743125	17760657	0.01	0.00	5.9	1.562e-01
4938	Seeds	172	1	171	17682	17742975	17760657	0.01	0.00	5.8	1.575e-01
11956	Cycloheximide	172	1	171	17685	17742972	17760657	0.01	0.00	5.8	1.575e-01
21756	Glycosylation	172	1	171	17939	17742718	17760657	0.01	0.00	5.8	1.596e-01
19347	Organ Culture Techniques	172	1	171	18079	17742578	17760657	0.01	0.00	5.7	1.607e-01
67	Neck	172	1	171	18277	17742380	17760657	0.01	0.00	5.6	1.623e-01
17332	Histocompatibility Antigens Class II	172	1	171	18287	17742370	17760657	0.01	0.00	5.6	1.624e-01
10336	Acetates	172	1	171	18379	17742278	17760657	0.01	0.00	5.6	1.631e-01
3203	Adenoviridae	172	1	171	18630	17742027	17760657	0.01	0.00	5.5	1.652e-01
22401	Permeability	172	1	171	19110	17741547	17760657	0.01	0.00	5.4	1.690e-01
18107	Neurologic Examination	172	1	171	19273	17741384	17760657	0.01	0.00	5.4	1.704e-01
19669	Reverse Transcriptase Polymerase Chain Reaction	172	2	170	77683	17682974	17760657	0.01	0.00	2.7	1.740e-01
14373	Mitogen-Activated Protein Kinases	172	1	171	19982	17740675	17760657	0.01	0.00	5.2	1.760e-01
12239	Vitamin E	172	1	171	20194	17740463	17760657	0.01	0.00	5.1	1.777e-01
19651	Amino Acid Substitution	172	1	171	20395	17740262	17760657	0.01	0.00	5.1	1.793e-01
21771	Oxygen Consumption	172	2	170	79333	17681324	17760657	0.01	0.00	2.6	1.797e-01
12034	Pyrimidines	172	1	171	20487	17740170	17760657	0.01	0.00	5.0	1.801e-01
8838	Hypothyroidism	172	1	171	20505	17740152	17760657	0.01	0.00	5.0	1.802e-01
14730	Dinoprostone	172	1	171	20602	17740055	17760657	0.01	0.00	5.0	1.810e-01
1565	Animals, Newborn	172	2	170	80964	17679693	17760657	0.01	0.00	2.6	1.853e-01
12507	Cyclosporine	172	1	171	21216	17739441	17760657	0.01	0.00	4.9	1.858e-01
5933	Glioma	172	1	171	21243	17739414	17760657	0.01	0.00	4.9	1.860e-01
10636	Lactic Acid	172	1	171	21574	17739083	17760657	0.01	0.00	4.8	1.887e-01
22155	Drug Design	172	1	171	21608	17739049	17760657	0.01	0.00	4.8	1.889e-01
13502	Endopeptidases	172	1	171	22130	17738527	17760657	0.01	0.00	4.7	1.930e-01
19988	Lasers	172	1	171	22592	17738065	17760657	0.01	0.00	4.6	1.966e-01
13203	GTP-Binding Proteins	172	1	171	23458	17737199	17760657	0.01	0.00	4.4	2.033e-01
17903	Tomography, Emission-Computed	172	1	171	23513	17737144	17760657	0.01	0.00	4.4	2.038e-01
12535	Steroids	172	1	171	23912	17736745	17760657	0.01	0.00	4.3	2.068e-01
2012	Drosophila	172	1	171	23939	17736718	17760657	0.01	0.00	4.3	2.071e-01
21700	Protein Folding	172	1	171	24430	17736227	17760657	0.01	0.00	4.2	2.108e-01
21586	Gene Deletion	172	1	171	24858	17735799	17760657	0.01	0.00	4.2	2.141e-01
7232	Brain Ischemia	172	1	171	25028	17735629	17760657	0.01	0.00	4.1	2.154e-01
10020	Sulfonamides	172	1	171	25216	17735441	17760657	0.01	0.00	4.1	2.168e-01
534	Capillaries	172	1	171	25281	17735376	17760657	0.01	0.00	4.1	2.173e-01
21607	Binding Sites	172	3	169	165893	17594764	17760657	0.02	0.01	1.9	2.179e-01
19547	Risk Assessment	172	2	170	90340	17670317	17760657	0.01	0.01	2.3	2.182e-01
16088	Tumor Suppressor Protein p53	172	1	171	25525	17735132	17760657	0.01	0.00	4.0	2.192e-01
11920	Piperazines	172	1	171	25558	17735099	17760657	0.01	0.00	4.0	2.194e-01
21894	Fertility	172	1	171	26012	17734645	17760657	0.01	0.00	4.0	2.228e-01
13149	Enzymes	172	1	171	26155	17734502	17760657	0.01	0.00	3.9	2.239e-01
21396	Cell Membrane Permeability	172	1	171	26199	17734458	17760657	0.01	0.00	3.9	2.242e-01
10364	gamma-Aminobutyric Acid	172	1	171	26780	17733877	17760657	0.01	0.00	3.9	2.286e-01
7284	Stroke	172	1	171	26850	17733807	17760657	0.01	0.00	3.8	2.291e-01
9576	Carbon Radioisotopes	172	1	171	27865	17732792	17760657	0.01	0.00	3.7	2.367e-01
742	Neural Pathways	172	1	171	27967	17732690	17760657	0.01	0.00	3.7	2.374e-01
19506	Mortality	172	1	171	28149	17732508	17760657	0.01	0.00	3.7	2.388e-01
11976	Pyridines	172	1	171	28407	17732250	17760657	0.01	0.00	3.6	2.407e-01
21961	Sex Characteristics	172	1	171	29172	17731485	17760657	0.01	0.00	3.5	2.463e-01
1092	Clone Cells	172	1	171	29215	17731442	17760657	0.01	0.00	3.5	2.466e-01
21558	Enzyme Induction	172	1	171	29253	17731404	17760657	0.01	0.00	3.5	2.469e-01
7098	Multiple Sclerosis	172	1	171	29352	17731305	17760657	0.01	0.00	3.5	2.476e-01
15293	Oligopeptides	172	1	171	29726	17730931	17760657	0.01	0.00	3.5	2.503e-01
20596	Psychomotor Performance	172	1	171	30047	17730610	17760657	0.01	0.00	3.4	2.527e-01
11770	Imidazoles	172	1	171	30349	17730308	17760657	0.01	0.00	3.4	2.548e-01
22574	Time Factors	172	4	168	771660	16988997	17760657	0.02	0.04	0.5	2.591e-01
12050	Thymidine	172	1	171	31343	17729314	17760657	0.01	0.00	3.3	2.620e-01
617	Cerebellum	172	1	171	32066	17728591	17760657	0.01	0.00	3.2	2.672e-01
21539	Gene Expression	172	2	170	104212	17656445	17760657	0.01	0.01	2.0	2.676e-01
14299	Protein-Serine-Threonine Kinases	172	1	171	32160	17728497	17760657	0.01	0.00	3.2	2.678e-01
21624	Amino Acid Sequence	172	1	171	349310	17411347	17760657	0.01	0.02	0.3	2.714e-01
18360	Immunoblotting	172	1	171	32741	17727916	17760657	0.01	0.00	3.2	2.719e-01
7316	Seizures	172	1	171	32782	17727875	17760657	0.01	0.00	3.1	2.722e-01
19568	Follow-Up Studies	172	1	171	360748	17399909	17760657	0.01	0.02	0.3	2.734e-01
9437	Oxygen	172	2	170	107996	17652661	17760657	0.01	0.01	1.9	2.812e-01
1024	Erythrocytes	172	2	170	108691	17651966	17760657	0.01	0.01	1.9	2.836e-01
8844	Autoimmune Diseases	172	1	171	34418	17726239	17760657	0.01	0.00	3.0	2.837e-01
19274	Electrophoresis, Polyacrylamide Gel	172	2	170	109622	17651035	17760657	0.01	0.01	1.9	2.870e-01
15344	Serum Albumin	172	1	171	34889	17725768	17760657	0.01	0.00	3.0	2.870e-01
13820	Oxidoreductases	172	1	171	35281	17725376	17760657	0.01	0.00	2.9	2.897e-01
9172	Ischemia	172	1	171	35383	17725274	17760657	0.01	0.00	2.9	2.904e-01
19558	Statistics, Nonparametric	172	1	171	35426	17725231	17760657	0.01	0.00	2.9	2.907e-01
21676	Protein Conformation	172	2	170	112146	17648511	17760657	0.01	0.01	1.8	2.960e-01
18252	Monitoring, Physiologic	172	1	171	36376	17724281	17760657	0.01	0.00	2.8	2.972e-01
21444	Antibody Specificity	172	1	171	37479	17723178	17760657	0.01	0.00	2.8	3.047e-01
17736	Anti-Inflammatory Agents	172	1	171	37893	17722764	17760657	0.01	0.00	2.7	3.074e-01
19504	Incidence	172	2	170	115586	17645071	17760657	0.01	0.01	1.8	3.082e-01
21762	Lipid Metabolism	172	1	171	38239	17722418	17760657	0.01	0.00	2.7	3.098e-01
15030	Interferon Type II	172	1	171	38288	17722369	17760657	0.01	0.00	2.7	3.101e-01
18056	Exercise Test	172	1	171	38408	17722249	17760657	0.01	0.00	2.7	3.109e-01
9515	Zinc	172	1	171	38519	17722138	17760657	0.01	0.00	2.7	3.116e-01
19258	Crystallography, X-Ray	172	1	171	38521	17722136	17760657	0.01	0.00	2.7	3.117e-01
17110	Plant Extracts	172	1	171	38666	17721991	17760657	0.01	0.00	2.7	3.126e-01
7231	Cerebrovascular Disorders	172	1	171	39968	17720689	17760657	0.01	0.00	2.6	3.213e-01
480	Arteries	172	1	171	41401	17719256	17760657	0.01	0.00	2.5	3.306e-01
10122	Acetylcholine	172	1	171	41993	17718664	17760657	0.01	0.00	2.5	3.345e-01
19215	Brain Mapping	172	1	171	42404	17718253	17760657	0.01	0.00	2.4	3.371e-01
9267	Anoxia	172	1	171	42516	17718141	17760657	0.01	0.00	2.4	3.378e-01
18642	Exercise	172	1	171	42905	17717752	17760657	0.01	0.00	2.4	3.403e-01
22376	Catalysis	172	1	171	43051	17717606	17760657	0.01	0.00	2.4	3.413e-01
14538	Lipopolysaccharides	172	1	171	43766	17716891	17760657	0.01	0.00	2.4	3.458e-01
21354	Cell Cycle	172	1	171	43894	17716763	17760657	0.01	0.00	2.4	3.466e-01
17811	Contrast Media	172	1	171	44987	17715670	17760657	0.01	0.00	2.3	3.535e-01
17453	Drug Combinations	172	1	171	46246	17714411	17760657	0.01	0.00	2.2	3.614e-01
22384	Stereoisomerism	172	1	171	47325	17713332	17760657	0.01	0.00	2.2	3.680e-01
17375	Tumor Markers, Biological	172	1	171	47355	17713302	17760657	0.01	0.00	2.2	3.682e-01
7296	Epilepsy	172	1	171	48052	17712605	17760657	0.01	0.00	2.1	3.725e-01
14828	Phospholipids	172	1	171	48979	17711678	17760657	0.01	0.00	2.1	3.781e-01
17894	Diagnosis, Differential	172	1	171	305219	17455438	17760657	0.01	0.02	0.3	3.791e-01
16740	Nuclear Proteins	172	1	171	49405	17711252	17760657	0.01	0.00	2.1	3.807e-01
12766	Macromolecular Substances	172	1	171	49609	17711048	17760657	0.01	0.00	2.1	3.819e-01
18429	Treatment Outcome	172	1	171	333705	17426952	17760657	0.01	0.02	0.3	3.882e-01
19583	Pilot Projects	172	1	171	50786	17709871	17760657	0.01	0.00	2.0	3.889e-01
16132	Membrane Glycoproteins	172	1	171	51135	17709522	17760657	0.01	0.00	2.0	3.910e-01
17847	Ligands	172	1	171	51485	17709172	17760657	0.01	0.00	2.0	3.931e-01
10125	Dopamine	172	1	171	52204	17708453	17760657	0.01	0.00	2.0	3.973e-01
18241	Electromyography	172	1	171	54093	17706564	17760657	0.01	0.00	1.9	4.082e-01
14536	Glycoproteins	172	1	171	55482	17705175	17760657	0.01	0.00	1.9	4.162e-01
